"dmuiid","lmapunitiid","muiid","MLRARSYM","Count","percentmlra","pmlra","mu.total","affinity","LRU","best","ofbest","compname","coiid","areasymbol","areaname","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","Site","grpname"
165675,287245,287245,"139",5688,0.0167164761621228,0.0167164761621228,0.0167164761621228,100,"139",100,100,"Loudonville",323649,"OH035","Cuyahoga County, Ohio","9mwz","Loudonville silt loam, 6 to 12 percent slopes",17.9125412670704,TRUE,85,"alfisols","ultic hapludalfs","Fine-loamy, mixed, mesic Ultic Hapludalfs","well",9,250,64,0,34.9100011825562,40.9399993896484,24.15,1.23999999165535,8.29999998211861,5.30000019073486,0,36.470313757658,40.2796866893768,23.25,1.02031249389984,9.88999997079372,"none",15,0,"till, unspecified & residuum","NA & sandstone, unspecified","ridge","no","no",250,"F139XY007OH","12-BEL Belmont, New York"
165676,287246,287246,"139",2526,0.00742366715638575,0.00742366715638575,0.00742366715638575,100,"139",100,100,"Loudonville",323650,"OH035","Cuyahoga County, Ohio","9mx0","Loudonville silt loam, 12 to 18 percent slopes",18.073060658652,TRUE,85,"alfisols","ultic hapludalfs","Fine-loamy, mixed, mesic Ultic Hapludalfs","well",15,250,64,0,34.9100011825562,40.9399993896484,24.15,1.23999999165535,8.29999998211861,5.30000019073486,0,36.470313757658,40.2796866893768,23.25,1.02031249389984,9.88999997079372,"none",15,0,"till, unspecified & residuum","NA & sandstone, unspecified","hillside","no","no",250,"F139XY007OH","12-BEL Belmont, New York"
165677,287247,287247,"139",24058,0.0707041110246747,0.0707041110246747,0.0707041110246747,100,"139",100,100,"Urban land",323652,"OH035","Cuyahoga County, Ohio","9mx1","Loudonville-Urban land complex, rolling",18.2188518991771,TRUE,35,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
165677,287247,287247,"139",24058,0.0707041110246747,0.0707041110246747,0.0707041110246747,100,"139",100,100,"Loudonville",323651,"OH035","Cuyahoga County, Ohio","9mx1","Loudonville-Urban land complex, rolling",18.2188518991771,TRUE,50,"alfisols","ultic hapludalfs","Fine-loamy, mixed, mesic Ultic Hapludalfs","well",12,250,64,0,34.9100011825562,40.9399993896484,24.15,1.23999999165535,8.29999998211861,5.30000019073486,0,36.470313757658,40.2796866893768,23.25,1.02031249389984,9.88999997079372,"none",15,0,"till, unspecified & residuum","NA & sandstone, unspecified","ridge","no","no",250,"F139XY007OH","12-BEL Belmont, New York"
165681,287251,287251,"139",838,0.00246280010967983,0.00246280010967983,0.00246280010967983,100,"139",100,100,"Mermill",323660,"OH035","Cuyahoga County, Ohio","9mx5","Mermill loam",18.5684878387997,TRUE,85,"alfisols","mollic ochraqualfs","Fine-loamy, mixed, mesic Mollic Ochraqualfs","very poorly",1,53,250,0,38.0800010681152,38.2199989318848,23.7,2.65,7.80000016093254,6.61999988555908,0,30.2753339513143,32.1946660486857,37.53,1.06,18.8900001049042,"none",20,0,"lacustrine deposits & till, unspecified & outwash",NA,"depression & lake plain","yes","no",0,"F139XY011OH","12-BEL Belmont, New York"
165683,287253,287253,"139",35972,0.105718192774944,0.105718192774944,0.105718192774944,100,"139",100,100,"Mitiwanga",323662,"OH035","Cuyahoga County, Ohio","9mx7","Mitiwanga silt loam, 0 to 2 percent slopes",18.0391057376189,TRUE,85,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",1,250,74,0,23.4499998092651,51.5499992370605,25,1.625,8.50000008940697,5,0,26.1472974983422,47.9337829383644,25.9189189189189,1.24391892149642,11.9400001466274,"none",25,0,"till, unspecified","sandstone","lake plain","no","no",50,"F139XY004OH","12-BEL Belmont, New York"
165684,287254,287254,"139",7057,0.0207398333818742,0.0207398333818742,0.0207398333818742,100,"139",100,100,"Mitiwanga",323664,"OH035","Cuyahoga County, Ohio","9mx8","Mitiwanga silt loam, 2 to 6 percent slopes",17.8228101347904,TRUE,85,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",4,250,74,0,24.0399997711182,51.8599990844727,24.1,1.8,8.70000004768372,5.1,0,26.5459461212158,48.1432422947239,25.3108108108108,1.36216216473966,12.1400001049042,"none",30,0,"till, unspecified","sandstone","till plain","no","no",50,"F139XY004OH","12-BEL Belmont, New York"
165685,287255,287255,"139",32072,0.0942564738874124,0.0942564738874124,0.0942564738874124,100,"139",100,100,"Urban land",323666,"OH035","Cuyahoga County, Ohio","9mx9","Mitiwanga-Urban land compex, undulating",18.1715084979528,TRUE,35,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
165685,287255,287255,"139",32072,0.0942564738874124,0.0942564738874124,0.0942564738874124,100,"139",100,100,"Mitiwanga",323665,"OH035","Cuyahoga County, Ohio","9mx9","Mitiwanga-Urban land compex, undulating",18.1715084979528,TRUE,45,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",4,250,74,0,23.4499998092651,51.5499992370605,25,1.625,8.50000008940697,5,0,26.1472974983422,47.9337829383644,25.9189189189189,1.24391892149642,11.9400001466274,"none",25,0,"till, unspecified","sandstone","till plain","no","no",50,"F139XY004OH","12-BEL Belmont, New York"
165686,287256,287256,"139",9950,0.0292420776745995,0.0292420776745995,0.0292420776745995,100,"139",100,100,"Orrville",323667,"OH035","Cuyahoga County, Ohio","9mxb","Orrville silt loam, frequently flooded",18.2090761949549,TRUE,85,"entisols","aeric fluvaquents","Fine-loamy, mixed, nonacid, mesic Aeric Fluvaquents","somewhat poorly",1,250,250,0,25.3500007629395,52.7199992370605,21.93,1.555,9.1900001168251,5.80000019073486,0,32.4953338623047,46.1879994710286,21.3166666666667,0.880333336989085,23.890000090003,"flood",23,0,"alluvium","sandstone","flood plain","no","no",50,"F139XY008OH","12-BEL Belmont, New York"
165686,1541434,1541434,"139",135,0.000396751807645319,0.000396751807645319,0.000396751807645319,100,"139",100,100,"Orrville",323667,"OH103","Medina County, Ohio","1nqzp","Orrville silt loam, frequently flooded",18.2549555319327,TRUE,85,"entisols","aeric fluvaquents","Fine-loamy, mixed, nonacid, mesic Aeric Fluvaquents","somewhat poorly",1,250,250,0,25.3500007629395,52.7199992370605,21.93,1.555,9.1900001168251,5.80000019073486,0,32.4953338623047,46.1879994710286,21.3166666666667,0.880333336989085,23.890000090003,"flood",23,0,"alluvium","sandstone","flood plain","no","no",50,"F139XY008OH","12-BEL Belmont, New York"
165687,287257,287257,"139",3586,0.0105389035719712,0.0105389035719712,0.0105389035719712,100,"139",100,100,"Oshtemo",323670,"OH035","Cuyahoga County, Ohio","9mxc","Oshtemo sandy loam, 0 to 2 percent slopes",18.5664433144377,TRUE,85,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",1,135,250,0,65.4800018310547,22.5199981689453,12,0.85,7.39999979734421,5.80000019073486,0,73.2160008748372,14.4073317718506,12.3766666666667,0.45,18.2099996227771,"none",0,0,"outwash & outwash",NA,"outwash terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
165688,287258,287258,"139",6290,0.018485695333993,0.018485695333993,0.018485695333993,100,"139",100,100,"Oshtemo",323671,"OH035","Cuyahoga County, Ohio","9mxd","Oshtemo sandy loam, 2 to 6 percent slopes",18.4462056546598,TRUE,85,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",4,135,250,0,65.4800018310547,22.5199981689453,12,0.85,7.39999979734421,5.80000019073486,0,73.2160008748372,14.4073317718506,12.3766666666667,0.45,18.2099996227771,"none",0,0,"outwash & outwash",NA,"beach ridge & outwash terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
165689,287259,287259,"139",5755,0.016913382614806,0.016913382614806,0.016913382614806,100,"139",100,100,"Oshtemo",323672,"OH035","Cuyahoga County, Ohio","9mxf","Oshtemo sandy loam, 25 to 55 percent slopes",18.4701866872408,TRUE,85,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",40,135,250,0,65.4800018310547,22.5199981689453,12,0.85,7.39999979734421,5.80000019073486,0,73.2160008748372,14.4073317718506,12.3766666666667,0.45,18.2099996227771,"none",0,0,"outwash & outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
165690,287260,287260,"139",3857,0.0113353460895407,0.0113353460895407,0.0113353460895407,100,"139",100,100,"Oshtemo",323673,"OH035","Cuyahoga County, Ohio","9mxg","Oshtemo-Urban land complex, undulating",18.5905298162209,TRUE,45,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",5,135,250,0,65.4800018310547,22.5199981689453,12,0.85,7.39999979734421,5.80000019073486,0,73.2160008748372,14.4073317718506,12.3766666666667,0.45,18.2099996227771,"none",0,0,"outwash & outwash",NA,"beach ridge & outwash terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
165690,287260,287260,"139",3857,0.0113353460895407,0.0113353460895407,0.0113353460895407,100,"139",100,100,"Urban land",323674,"OH035","Cuyahoga County, Ohio","9mxg","Oshtemo-Urban land complex, undulating",18.5905298162209,TRUE,40,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
165691,287261,287261,"139",912,0.00268027887831505,0.00268027887831505,0.00268027887831505,100,"139",100,100,"Pits, gravel",323675,"OH035","Cuyahoga County, Ohio","9mxh","Pits, gravel",18.6180581753714,TRUE,100,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
165692,287262,287262,"139",1413,0.00415266892002101,0.00415266892002101,0.00415266892002101,100,"139",100,100,"Pits, quarry",323676,"OH035","Cuyahoga County, Ohio","9mxj","Pits, quarry",18.3147270029855,TRUE,100,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
165696,287266,287266,"139",2066,0.00607177210811281,0.00607177210811281,0.00607177210811281,100,"139",100,100,"Stafford variant",323680,"OH035","Cuyahoga County, Ohio","9mxn","Stafford variant sandy loam",18.5382943444192,TRUE,85,"inceptisols","aeric haplaquepts","Coarse-loamy, mixed, nonacid, mesic Aeric Haplaquepts","somewhat poorly",1,250,250,0,65.3800018310547,23.2200004577637,11.4,1.3,7.00000002980232,5.7600001335144,0,76.3033359781901,14.9000000953674,8.79666666666667,0.666333340406418,12.990000102669,"none",10,0,"glaciofluvial deposits",NA,"lake plain","no","no",50,"F139XY002OH","12-BEL Belmont, New York"
165697,287267,287267,"139",13603,0.0399778876992539,0.0399778876992539,0.0399778876992539,100,"139",100,100,"Tioga",323681,"OH035","Cuyahoga County, Ohio","9mxp","Tioga loam, frequently flooded",18.2398209315595,TRUE,85,"inceptisols","dystric fluventic eutrochrepts","Coarse-loamy, mixed, mesic Dystric Fluventic Eutrochrepts","well",1,74,250,0,37.4999992370605,51.0000007629395,11.5,1.9,7.80000016093254,6.19999980926514,0,51.8173337300618,37.9493339029948,10.2333333333333,0.966666666666667,19.5200001299381,"flood",20,0,"alluvium",NA,"flood plain","no","no",250,"F139XY008OH","12-BEL Belmont, New York"
165698,287268,287268,"139",5089,0.0149560736970891,0.0149560736970891,0.0149560736970891,100,"139",100,100,"Tioga variant",323682,"OH035","Cuyahoga County, Ohio","9mxq","Tioga variant loam",18.1011752640013,TRUE,85,"inceptisols","fluventic dystrochrepts","Coarse-loamy, mixed, mesic Fluventic Dystrochrepts","well",1,250,250,0,37.4999992370605,50.1000007629395,12.4,1.45,9.29999992251396,5.30000019073486,0,53.9693317159017,34.3506672159831,11.68,0.815333337783813,22.9399999678135,"flood",20,0,"alluvium",NA,"stream terrace","no","no",250,"F139XY008OH","12-BEL Belmont, New York"
165699,287269,287269,"139",57123,0.167878914874989,0.167878914874989,0.167878914874989,100,"139",100,100,"Udorthents",323683,"OH035","Cuyahoga County, Ohio","9mxr","Udorthents, loamy",18.3152513604366,TRUE,100,"entisols","typic udorthents","Loamy, mixed, mesic Typic Udorthents",NA,3,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
165699,1474198,1474198,"139",427,0.00125491127307075,0.00125491127307075,0.00125491127307075,100,"139",100,100,"Udorthents",323683,"OH153","Summit County, Ohio","1lh0s","Udorthents, loamy",18.067026821735,TRUE,100,"entisols","typic udorthents","Loamy, mixed, mesic Typic Udorthents",NA,3,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
165700,287270,287270,"139",110355,0.324322560982957,0.324322560982957,0.324322560982957,100,"139",100,100,"Urban land",323684,"OH035","Cuyahoga County, Ohio","9mxs","Urban land",18.4980085120297,TRUE,100,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
165701,287271,287271,"139",15774,0.0463582445466464,0.0463582445466464,0.0463582445466464,100,"139",100,100,"Allis",323686,"OH035","Cuyahoga County, Ohio","9mxt","Urban land-Allis complex",18.6569238210491,TRUE,20,"inceptisols","aeric haplaquepts","Fine, illitic, acid, mesic Aeric Haplaquepts","poorly",2,250,84,0,10.3399998664856,47.4099994659424,42.25,2,6.69999994337559,4.5,0,8.66428555761065,46.960713659014,44.375,1.39285714285714,10.43999992311,"none",15,0,"till, unspecified","shale, unspecified","lake plain","yes","no",25,"F139XY012OH","12-BEL Belmont, New York"
165701,287271,287271,"139",15774,0.0463582445466464,0.0463582445466464,0.0463582445466464,100,"139",100,100,"Urbanland",323685,"OH035","Cuyahoga County, Ohio","9mxt","Urban land-Allis complex",18.6569238210491,TRUE,70,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
165702,287272,287272,"139",80749,0.237313420115199,0.237313420115199,0.237313420115199,100,"139",100,100,"Urban land",323687,"OH035","Cuyahoga County, Ohio","9mxv","Urban land-Elnora complex, nearly level",18.6555368341684,TRUE,70,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
165702,287272,287272,"139",80749,0.237313420115199,0.237313420115199,0.237313420115199,100,"139",100,100,"Elnora",323688,"OH035","Cuyahoga County, Ohio","9mxv","Urban land-Elnora complex, nearly level",18.6555368341684,TRUE,20,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","moderately well",2,250,250,0,83.3040022277832,12.0460001182556,4.65,2.245,4.64999994635582,5.5,0,88.3946684265137,7.72200012922287,3.88333333333333,1.01833333333333,10.2700000070035,"none",23,0,"lacustrine deposits",NA,"ridge & lake plain","no","no",100,"F139XY002OH","12-BEL Belmont, New York"
165704,287274,287274,"139",28799,0.0846374467287226,0.0846374467287226,0.0846374467287226,100,"139",100,100,"Urban land",323692,"OH035","Cuyahoga County, Ohio","9mxx","Urban land-Mitiwanga complex, undulating",18.2484827422116,TRUE,70,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
165704,287274,287274,"139",28799,0.0846374467287226,0.0846374467287226,0.0846374467287226,100,"139",100,100,"Mitiwanga",323693,"OH035","Cuyahoga County, Ohio","9mxx","Urban land-Mitiwanga complex, undulating",18.2484827422116,TRUE,20,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",3,250,71,0,23.803999786377,51.7359991455078,24.46,1.73,8.62000006437302,5.06,0,26.3971832705216,48.180280766017,25.4225352112676,1.34507042505372,11.6200001090765,"none",28,0,"till, unspecified","sandstone","till plain","no","no",50,"F139XY004OH","12-BEL Belmont, New York"
165705,287275,287275,"139",18115,0.0532382147814441,0.0532382147814441,0.0532382147814441,100,"139",100,100,"Oshtemo",323696,"OH035","Cuyahoga County, Ohio","9mxy","Urban land-Oshtemo complex, undulating",18.6987245671827,TRUE,20,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",3,130,250,0,64.4240008544922,26.7759991455078,8.8,1.33,6.91999977827072,5.80000019073486,0,74.6453334554036,14.6479990386963,10.7066666666667,0.61,16.3599996492267,"none",0,0,"outwash & outwash",NA,"beach ridge","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
165705,287275,287275,"139",18115,0.0532382147814441,0.0532382147814441,0.0532382147814441,100,"139",100,100,"Urban land",323695,"OH035","Cuyahoga County, Ohio","9mxy","Urban land-Oshtemo complex, undulating",18.6987245671827,TRUE,70,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-BEL Belmont, New York"
165708,287527,287527,"139",7948,0.0233583953123333,0.0233583953123333,0.0233583953123333,100,"139",100,100,"Bogart",323699,"OH055","Geauga County, Ohio","9n62","Bogart loam, 2 to 6 percent slopes",17.105788053312,TRUE,85,"alfisols","aquic hapludalfs","Fine-loamy, mixed, mesic Aquic Hapludalfs","moderately well",4,119,250,0,51.6680004119873,28.2419995880127,20.09,1.555,8.14999996125698,5.68400004386902,0,57.8206674702962,22.3759991963704,19.8033333333333,0.935666665434837,19.360000025481,"none",23,0,"outwash",NA,"terrace","no","no",100,"F139XY002OH","12-BEL Belmont, New York"
165709,287528,287528,"139",2883,0.0084728552699367,0.0084728552699367,0.0084728552699367,100,"139",100,100,"Brecksville",323704,"OH055","Geauga County, Ohio","9n63","Brecksville silt loam, 25 to 70 percent slopes",17.2716093179132,TRUE,85,"inceptisols","typic dystrochrepts","Fine-loamy, mixed, mesic Typic Dystrochrepts","well",48,250,91,0,21.3799999237061,51.6200012207031,27,1.1,8.39999988675117,4.59999990463257,0,19.902197932149,51.2956057538043,28.8021978021978,0.82967032967033,14.1399999111891,"none",20,0,"residuum","shale, unspecified","hill","no","no",250,"F139XY007OH","12-BEL Belmont, New York"
165710,287529,287529,"139",6504,0.0191146204216678,0.0191146204216678,0.0191146204216678,100,"139",100,100,"Canadice",323709,"OH055","Geauga County, Ohio","9n64","Canadice silt loam",17.0981419728691,TRUE,85,"alfisols","typic ochraqualfs","Fine, illitic, mesic Typic Ochraqualfs","poorly",1,102,250,0,11,53.5,35.5,7,8.50000008940697,6,0,7.33333333333333,49.1666666666667,43.5,4.76,23.5000006854534,"none",102,0,"glaciolacustrine deposits",NA,"lake plain","yes","no",25,"F139XY011OH","12-BEL Belmont, New York"
165711,287530,287530,"139",2128,0.00625398404940177,0.00625398404940177,0.00625398404940177,100,"139",100,100,"Caneadea",323712,"OH055","Geauga County, Ohio","9n65","Caneadea silt loam, 0 to 2 percent slopes",17.5464658423474,TRUE,85,"alfisols","aeric ochraqualfs","Fine, illitic, mesic Aeric Ochraqualfs","somewhat poorly",1,112,250,0,10.3600002288818,49.3399997711182,40.3,1.425,7.64999996870756,6.10999989509583,0,7.55066669464111,47.9826663970947,44.4666666666667,0.873666665156682,19.6499997004867,"none",15,0,"glaciolacustrine deposits",NA,"lake plain","no","no",50,"F139XY002OH","12-BEL Belmont, New York"
165712,287531,287531,"139",724,0.00212776524989045,0.00212776524989045,0.00212776524989045,100,"139",100,100,"Caneadea",323715,"OH055","Geauga County, Ohio","9n66","Caneadea silt loam, 2 to 6 percent slopes",17.303720582256,TRUE,85,"alfisols","aeric ochraqualfs","Fine, illitic, mesic Aeric Ochraqualfs","somewhat poorly",4,112,250,0,10.3600002288818,49.3399997711182,40.3,1.425,7.64999996870756,6.10999989509583,0,7.55066669464111,47.9826663970947,44.4666666666667,0.873666665156682,19.6499997004867,"none",15,0,"glaciolacustrine deposits",NA,"lake plain","no","no",50,"F139XY002OH","12-BEL Belmont, New York"
165715,1717814,1717814,"139",93,0.000273317911933442,0.000273317911933442,0.000273317911933442,100,"139",100,100,"Carlisle",323723,"OH133","Portage County, Ohio","1vnjc","Carlisle muck, ponded",17.636382297803,TRUE,85,"histosols","typic medisaprists","Euic, mesic Typic Medisaprists","very poorly",1,250,250,0,0,0,0,84.5,20.0000002980232,5.90000009536743,0,0,0,0,84.5,60.0000008940697,"flood",152,0,"organic, herbaceous material & organic, woody material",NA,"bog","yes","no",0,"F139XY009OH","12-BEL Belmont, New York"
165715,287534,287534,"139",9849,0.0289452485444352,0.0289452485444352,0.0289452485444352,100,"139",100,100,"Carlisle",323723,"OH055","Geauga County, Ohio","9n69","Carlisle muck, ponded",17.0718765870752,TRUE,85,"histosols","typic medisaprists","Euic, mesic Typic Medisaprists","very poorly",1,250,250,0,0,0,0,84.5,20.0000002980232,5.90000009536743,0,0,0,0,84.5,60.0000008940697,"flood",152,0,"organic, herbaceous material & organic, woody material",NA,"bog","yes","no",0,"F139XY009OH","12-BEL Belmont, New York"
165716,287535,287535,"139",1815,0.0053341076361204,0.0053341076361204,0.0053341076361204,100,"139",100,100,"Chili",323725,"OH055","Geauga County, Ohio","9n6b","Chili loam, 0 to 2 percent slopes",17.1713437713539,TRUE,85,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",1,109,250,0,53.8799987792969,28.6200012207031,17.5,1.25,7.09999978542328,5.66000003814697,0,66.6126655069987,18.3006678263346,15.0866666666667,0.711333334445953,16.2199996598065,"none",20,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
165717,287536,287536,"139",24307,0.0714358976921094,0.0714358976921094,0.0714358976921094,100,"139",100,100,"Chili",323727,"OH055","Geauga County, Ohio","9n6c","Chili loam, 2 to 6 percent slopes",17.1612152950685,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",4,109,250,0,53.8799987792969,28.6200012207031,17.5,1.25,7.09999978542328,5.66000003814697,0,66.6126655069987,18.3006678263346,15.0866666666667,0.711333334445953,16.2199996598065,"none",20,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
165718,287537,287537,"139",11280,0.0331508177054756,0.0331508177054756,0.0331508177054756,100,"139",100,100,"Chili",323729,"OH055","Geauga County, Ohio","9n6d","Chili loam, 6 to 12 percent slopes",17.1469727910157,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",9,109,250,0,53.8799987792969,28.6200012207031,17.5,1.25,7.09999978542328,5.66000003814697,0,66.6126655069987,18.3006678263346,15.0866666666667,0.711333334445953,16.2199996598065,"none",20,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
165719,287538,287538,"139",1530,0.00449652048664695,0.00449652048664695,0.00449652048664695,100,"139",100,100,"Chili",323731,"OH055","Geauga County, Ohio","9n6f","Chili gravelly loam, 12 to 18 percent slopes, eroded",17.0586358974183,TRUE,100,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",15,102,250,0,55.5199989318848,24.2300010681152,20.25,1.125,6.34999979287386,5.62000002861023,0,67.9679991149902,15.7220008850098,16.31,0.699000000953674,15.5099995806813,"none",15,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
165720,287539,287539,"139",10622,0.0312170200059895,0.0312170200059895,0.0312170200059895,100,"139",100,100,"Oshtemo",323734,"OH055","Geauga County, Ohio","9n6g","Chili-Oshtemo complex, 6 to 18 percent slopes",17.0902032473289,TRUE,28,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",12,112,250,0,65.0699989318848,21.9300010681152,13,0.7,7.54999980330467,5.80000019073486,0,75.237999013265,13.3553338623047,11.4066666666667,0.4,16.0899998135865,"none",0,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
165720,287539,287539,"139",10622,0.0312170200059895,0.0312170200059895,0.0312170200059895,100,"139",100,100,"Chili",323733,"OH055","Geauga County, Ohio","9n6g","Chili-Oshtemo complex, 6 to 18 percent slopes",17.0902032473289,TRUE,57,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",12,107,250,0,55.5199989318848,24.2300010681152,20.25,1.125,6.34999979287386,5.62000002861023,0,66.9546657307943,16.1686676025391,16.8766666666667,0.717333334187667,15.9099995531142,"none",15,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
165721,287540,287540,"139",2122,0.00623635063572865,0.00623635063572865,0.00623635063572865,100,"139",100,100,"Chili",323738,"OH055","Geauga County, Ohio","9n6h","Chili-Oshtemo complex, 25 to 50 percent slopes",17.1907777777266,TRUE,60,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",38,107,250,0,55.5199989318848,24.5300010681152,19.95,1.125,6.34999979287386,5.62000002861023,0,66.9546657307943,16.2686676025391,16.7766666666667,0.717333334187667,15.9099995531142,"none",15,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
165721,287540,287540,"139",2122,0.00623635063572865,0.00623635063572865,0.00623635063572865,100,"139",100,100,"Oshtemo",323739,"OH055","Geauga County, Ohio","9n6h","Chili-Oshtemo complex, 25 to 50 percent slopes",17.1907777777266,TRUE,30,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",38,112,250,0,65.0699989318848,21.9300010681152,13,0.7,7.54999980330467,5.80000019073486,0,75.237999013265,13.3553338623047,11.4066666666667,0.4,16.0899998135865,"none",0,0,"outwash",NA,"terrace","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
165722,287541,287541,"139",5657,0.0166253701914783,0.0166253701914783,0.0166253701914783,100,"139",100,100,"Damascus",323741,"OH055","Geauga County, Ohio","9n6j","Damascus silt loam",16.9922946682452,TRUE,85,"alfisols","typic ochraqualfs","Fine-loamy, mixed, mesic Typic Ochraqualfs","poorly",1,250,250,0,32.0999994277954,45.1500015258789,22.75,2.625,8.25000032782555,5.5,0,52.1713335291545,29.4853334554036,18.3433333333333,1.14833333333333,16.2900003530085,"none",25,0,"outwash",NA,"stream terrace","yes","no",25,"F139XY011OH","12-BEL Belmont, New York"
