"","dmuiid","lmapunitiid","muiid","MLRARSYM","Count","percentmlra","pmlra","mu.total","affinity","LRU","best","ofbest","compname","coiid","areasymbol","areaname","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","grpname"
"50799",146646,188831,188831,"98",6927,0.014458589686995,0.014458589686995,0.0151999435155845,95.1226540557249,"98",95.1226540557249,100,"Metamora",848838,"MI125","Oakland County, Michigan","6bhb","Owosso sandy loam, 6 to 12 percent slopes",17.2043997811034,FALSE,2,"alfisols","udollic epiaqualfs","Fine-loamy, mixed, semiactive, mesic Udollic Epiaqualfs","somewhat poorly",2,91,250,7.08,66.5999984741211,23.3999996185303,10,0.825,7.18999978899956,6.19999980926514,6.64,52.5799987792969,30.6266669845581,16.7933333333333,0.441666666666667,22.7599995136261,"none",0,0,"glaciofluvial deposits & till, ablation",NA,"till plain & moraine & flat & flat & drainageway & drainageway","no","no",50,"12-FIN Findlay, Ohio"
"50828",146649,188834,188834,"98",10414,0.0217369356143159,0.0217369356143159,0.0234473448045616,92.7053182161891,"98",92.7053182161891,100,"Selfridge",848892,"MI125","Oakland County, Michigan","6bhf","Metea loamy sand, 0 to 6 percent slopes",17.2348839971946,FALSE,2,"alfisols","aquic arenic hapludalfs","Loamy, mixed, active, mesic Aquic Arenic Hapludalfs","somewhat poorly",2,104,250,7,86.3879983520508,5.11199997425079,8.5,1.055,4.96000008285046,6.5,7.15333333333333,65.9179995218913,19.371999279658,14.71,0.518333333333333,16.2599999606609,"none",23,0,"glaciofluvial deposits & till, ablation",NA,"ground moraine & flat & drainageway","no","no",50,"12-FIN Findlay, Ohio"
"50829",146649,188834,188834,"98",10414,0.0217369356143159,0.0217369356143159,0.0234473448045616,92.7053182161891,"98",92.7053182161891,100,"Owosso",848756,"MI125","Oakland County, Michigan","6bhf","Metea loamy sand, 0 to 6 percent slopes",17.2348839971946,FALSE,2,"alfisols","typic hapludalfs","Fine-loamy, mixed, semiactive, mesic Typic Hapludalfs","well",4,96,250,11,64.7880010986328,20.8320002746582,14.38,0.7,7.03999978303909,6.19999980926514,9.56,55.0200009155273,25.7399995422363,19.24,0.4,22.1999996602535,"none",0,0,"till, ablation",NA,"knoll & moraine","no","no",250,"12-FIN Findlay, Ohio"
"50832",146649,188834,188834,"98",10414,0.0217369356143159,0.0217369356143159,0.0234473448045616,92.7053182161891,"98",92.7053182161891,100,"Sebewa",848715,"MI125","Oakland County, Michigan","6bhf","Metea loamy sand, 0 to 6 percent slopes",17.2348839971946,FALSE,2,"mollisols","typic argiaquolls","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaquolls","poorly",1,81,250,7.68,38.8639993286133,38.3560006713867,22.78,4.03,9.90000000596046,7,19.44,64.5186661275228,21.1013338724772,14.38,1.51,17.2400000151247,"none",28,0,"glaciofluvial deposits",NA,"depression & outwash plain","yes","no",25,"12-FIN Findlay, Ohio"
"50835",146649,188834,188834,"98",10414,0.0217369356143159,0.0217369356143159,0.0234473448045616,92.7053182161891,"98",92.7053182161891,100,"Metea",271963,"MI125","Oakland County, Michigan","6bhf","Metea loamy sand, 0 to 6 percent slopes",17.2348839971946,TRUE,90,"alfisols","arenic hapludalfs","Loamy, mixed, active, mesic Arenic Hapludalfs","well",3,96,250,0,85.1000022888184,9.15000009536743,5.75,0.75,5.00000007450581,6.5,5.61333333333333,63.4973341878255,23.4926669375102,13.01,0.416666666666667,16.6800001710653,"none",0,0,"glaciofluvial deposits & till, ablation",NA,"knoll & moraine","no","no",250,"12-FIN Findlay, Ohio"
"50837",146649,188834,188834,"98",10414,0.0217369356143159,0.0217369356143159,0.0234473448045616,92.7053182161891,"98",92.7053182161891,100,"Marlette",848286,"MI125","Oakland County, Michigan","6bhf","Metea loamy sand, 0 to 6 percent slopes",17.2348839971946,FALSE,2,"alfisols","oxyaquic glossudalfs","Fine-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs","well",4,56,250,8,48.9800003051758,31.9200012207031,19.1,0.95,7.80000001192093,6.5,8,41.7859996795654,35.6973341623942,22.5166666666667,0.483333333333333,24.4899996817112,"none",20,0,"till, ablation",NA,"moraine & till plain & flat & knoll","no","no",250,"12-FIN Findlay, Ohio"
"50839",146649,188834,188834,"98",10414,0.0217369356143159,0.0217369356143159,0.0234473448045616,92.7053182161891,"98",92.7053182161891,100,"Spinks",848689,"MI125","Oakland County, Michigan","6bhf","Metea loamy sand, 0 to 6 percent slopes",17.2348839971946,FALSE,2,"alfisols","lamellic hapludalfs","Sandy, mixed, mesic Lamellic Hapludalfs","well",3,250,250,9,86.9279983520508,5.11199997425079,7.96,0.94,4.23000003397465,6.36199991226196,9,84.6826640828451,6.82400009314219,8.49333333333333,0.48,10.5499998927116,"none",0,0,"glaciofluvial deposits","sandstone","outwash plain & knoll & knoll & moraine","no","no",250,"12-FIN Findlay, Ohio"
"50844",146650,188835,188835,"98",2889,0.00603015239002867,0.00603015239002867,0.00618371854023649,97.5166051105239,"98",97.5166051105239,100,"Spinks",848692,"MI125","Oakland County, Michigan","6bhg","Metea loamy sand, 6 to 12 percent slopes",17.2270842572572,FALSE,2,"alfisols","lamellic hapludalfs","Sandy, mixed, mesic Lamellic Hapludalfs","well",9,250,250,9,86.9279983520508,5.11199997425079,7.96,0.94,4.23000003397465,6.5,9,84.6826640828451,6.82400009314219,8.49333333333333,0.48,10.5499998927116,"none",0,0,"glaciofluvial deposits","sandstone","outwash plain & hill & hill & moraine","no","no",250,"12-FIN Findlay, Ohio"
"50845",146650,188835,188835,"98",2889,0.00603015239002867,0.00603015239002867,0.00618371854023649,97.5166051105239,"98",97.5166051105239,100,"Marlette",848289,"MI125","Oakland County, Michigan","6bhg","Metea loamy sand, 6 to 12 percent slopes",17.2270842572572,FALSE,2,"alfisols","oxyaquic glossudalfs","Fine-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs","well",9,56,250,8,46.8200012207031,29.5800003051758,23.6,0.95,7.80000001192093,6.5,8,40.9220000457764,34.7613337961833,24.3166666666667,0.483333333333333,24.4899996817112,"none",20,0,"till, ablation",NA,"hill & moraine","no","no",250,"12-FIN Findlay, Ohio"
"50846",146650,188835,188835,"98",2889,0.00603015239002867,0.00603015239002867,0.00618371854023649,97.5166051105239,"98",97.5166051105239,100,"Owosso",848757,"MI125","Oakland County, Michigan","6bhg","Metea loamy sand, 6 to 12 percent slopes",17.2270842572572,FALSE,2,"alfisols","typic hapludalfs","Fine-loamy, mixed, semiactive, mesic Typic Hapludalfs","well",9,96,250,11,64.7880010986328,20.8320002746582,14.38,0.7,7.03999978303909,6.19999980926514,9.56,55.0200009155273,25.7399995422363,19.24,0.4,22.1999996602535,"none",0,0,"till, ablation",NA,"hill & moraine","no","no",250,"12-FIN Findlay, Ohio"
"50847",146650,188835,188835,"98",2889,0.00603015239002867,0.00603015239002867,0.00618371854023649,97.5166051105239,"98",97.5166051105239,100,"Sebewa",848716,"MI125","Oakland County, Michigan","6bhg","Metea loamy sand, 6 to 12 percent slopes",17.2270842572572,FALSE,2,"mollisols","typic argiaquolls","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaquolls","poorly",1,81,250,7.68,38.8639993286133,38.3560006713867,22.78,4.03,9.90000000596046,7,19.44,64.5186661275228,21.1013338724772,14.38,1.51,17.2400000151247,"none",28,0,"glaciofluvial deposits",NA,"depression & outwash plain","yes","no",25,"12-FIN Findlay, Ohio"
"50848",146650,188835,188835,"98",2889,0.00603015239002867,0.00603015239002867,0.00618371854023649,97.5166051105239,"98",97.5166051105239,100,"Selfridge",848893,"MI125","Oakland County, Michigan","6bhg","Metea loamy sand, 6 to 12 percent slopes",17.2270842572572,FALSE,2,"alfisols","aquic arenic hapludalfs","Loamy, mixed, active, mesic Aquic Arenic Hapludalfs","somewhat poorly",2,104,250,7,86.3879983520508,5.11199997425079,8.5,1.055,4.96000008285046,6.5,7.15333333333333,65.9179995218913,19.371999279658,14.71,0.518333333333333,16.2599999606609,"none",23,0,"glaciofluvial deposits & till, ablation",NA,"moraine & flat & drainageway","no","no",50,"12-FIN Findlay, Ohio"
"50851",146650,188835,188835,"98",2889,0.00603015239002867,0.00603015239002867,0.00618371854023649,97.5166051105239,"98",97.5166051105239,100,"Metea",271965,"MI125","Oakland County, Michigan","6bhg","Metea loamy sand, 6 to 12 percent slopes",17.2270842572572,TRUE,90,"alfisols","arenic hapludalfs","Loamy, mixed, active, mesic Arenic Hapludalfs","well",9,96,250,0,85.1000022888184,9.15000009536743,5.75,0.75,5.00000007450581,6.5,5.61333333333333,63.4973341878255,23.4926669375102,13.01,0.416666666666667,16.6800001710653,"none",0,0,"glaciofluvial deposits & till, ablation",NA,"hill & moraine","no","no",250,"12-FIN Findlay, Ohio"
"50852",146653,188838,188838,"98",10474,0.0218621724240776,0.0220291548370933,0.0255876532143227,86.0929083748972,"98",86.0929083748972,100,"Kibbie",271971,"MI125","Oakland County, Michigan","6bhk","Kibbie fine sandy loam, 0 to 4 percent slopes",17.3580198041089,TRUE,90,"alfisols","aquollic hapludalfs","Fine-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,81,250,3.24,41.5779996490479,39.0520003509521,19.37,1.285,9.54000024497509,6.5,3.24,33.8500005849202,49.6166660817464,16.5333333333333,0.595,27.4700004607439,"none",23,0,"glaciofluvial deposits",NA,"outwash delta & moraine & flat & flat & drainageway & drainageway","no","no",50,"12-FIN Findlay, Ohio"
"50856",146653,2673670,188838,"98",80,0.000166982413015678,0.0220291548370933,0.0255876532143227,86.0929083748972,"98",86.0929083748972,100,"Brookston",848317,"MI087","Lapeer County, Michigan","6bhk","Kibbie fine sandy loam, 0 to 4 percent slopes",17.3580198041089,FALSE,2,"mollisols","typic argiaquolls","Fine-loamy, mixed, superactive, mesic Typic Argiaquolls","very poorly",1,91,250,4.18,40.47,37.32,22.21,3.505,10.9600001871586,6.75399984359741,5.90666666666667,39.1666666666667,37.1666666666667,23.6666666666667,1.72633333802223,25.010000102222,"none",41,0,"till, ablation",NA,"moraine & till plain & lake plain & depression & depression & depression","yes","no",0,"12-FIN Findlay, Ohio"
"50857",146653,2673670,188838,"98",80,0.000166982413015678,0.0220291548370933,0.0255876532143227,86.0929083748972,"98",86.0929083748972,100,"Colwood",848443,"MI087","Lapeer County, Michigan","6bhk","Kibbie fine sandy loam, 0 to 4 percent slopes",17.3580198041089,FALSE,2,"mollisols","typic endoaquolls","Fine-loamy, mixed, active, mesic Typic Endoaquolls","poorly",1,94,250,0,32.4719996643066,45.6480003356934,21.88,3.19,10.5600000321865,7,0.746666666666667,29.5973327128092,52.0693339538574,18.3333333333333,1.23,27.7600004971027,"none",28,0,"glaciofluvial deposits",NA,"depression","yes","no",25,"12-FIN Findlay, Ohio"
"50858",146653,188838,188838,"98",10474,0.0218621724240776,0.0220291548370933,0.0255876532143227,86.0929083748972,"98",86.0929083748972,100,"Houghton",848766,"MI125","Oakland County, Michigan","6bhk","Kibbie fine sandy loam, 0 to 4 percent slopes",17.3580198041089,FALSE,2,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,0,10,62,28,86.5,20.0000002980232,6.19999980926514,0,10,64,26,87.1666666666667,60.0000008940697,"none",152,0,"organic, herbaceous material",NA,"moraine & till plain & outwash plain & depression & depression & depression","yes","no",0,"12-FIN Findlay, Ohio"
"50860",146653,188838,188838,"98",10474,0.0218621724240776,0.0220291548370933,0.0255876532143227,86.0929083748972,"98",86.0929083748972,100,"Colwood",848443,"MI125","Oakland County, Michigan","6bhk","Kibbie fine sandy loam, 0 to 4 percent slopes",17.3580198041089,FALSE,2,"mollisols","typic endoaquolls","Fine-loamy, mixed, active, mesic Typic Endoaquolls","poorly",1,94,250,0,32.4719996643066,45.6480003356934,21.88,3.19,10.5600000321865,7,0.746666666666667,29.5973327128092,52.0693339538574,18.3333333333333,1.23,27.7600004971027,"none",28,0,"glaciofluvial deposits",NA,"depression","yes","no",25,"12-FIN Findlay, Ohio"
"50862",146653,188838,188838,"98",10474,0.0218621724240776,0.0220291548370933,0.0255876532143227,86.0929083748972,"98",86.0929083748972,100,"Dixboro",848870,"MI125","Oakland County, Michigan","6bhk","Kibbie fine sandy loam, 0 to 4 percent slopes",17.3580198041089,FALSE,2,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,89,250,0,71.9400001525879,17.7600004196167,10.3,1.15,7.80000016093254,6.91999988555908,0.813333333333333,54.1833328755697,36.3433339818319,9.47333333333333,0.55,23.3600004762411,"none",20,0,"glaciofluvial deposits",NA,"moraine & outwash delta & flat & flat","no","no",50,"12-FIN Findlay, Ohio"
"50863",146653,188838,188838,"98",10474,0.0218621724240776,0.0220291548370933,0.0255876532143227,86.0929083748972,"98",86.0929083748972,100,"Brookston",848317,"MI125","Oakland County, Michigan","6bhk","Kibbie fine sandy loam, 0 to 4 percent slopes",17.3580198041089,FALSE,2,"mollisols","typic argiaquolls","Fine-loamy, mixed, superactive, mesic Typic Argiaquolls","very poorly",1,91,250,4.18,40.47,37.32,22.21,3.505,10.9600001871586,6.75399984359741,5.90666666666667,39.1666666666667,37.1666666666667,23.6666666666667,1.72633333802223,25.010000102222,"none",41,0,"till, ablation",NA,"moraine & till plain & lake plain & depression & depression & depression","yes","no",0,"12-FIN Findlay, Ohio"
"50865",146653,2673670,188838,"98",80,0.000166982413015678,0.0220291548370933,0.0255876532143227,86.0929083748972,"98",86.0929083748972,100,"Houghton",848766,"MI087","Lapeer County, Michigan","6bhk","Kibbie fine sandy loam, 0 to 4 percent slopes",17.3580198041089,FALSE,2,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,0,10,62,28,86.5,20.0000002980232,6.19999980926514,0,10,64,26,87.1666666666667,60.0000008940697,"none",152,0,"organic, herbaceous material",NA,"moraine & till plain & outwash plain & depression & depression & depression","yes","no",0,"12-FIN Findlay, Ohio"
"50866",146653,188838,188838,"98",10474,0.0218621724240776,0.0220291548370933,0.0255876532143227,86.0929083748972,"98",86.0929083748972,100,"Selfridge",848894,"MI125","Oakland County, Michigan","6bhk","Kibbie fine sandy loam, 0 to 4 percent slopes",17.3580198041089,FALSE,2,"alfisols","aquic arenic hapludalfs","Loamy, mixed, active, mesic Aquic Arenic Hapludalfs","somewhat poorly",2,104,250,7,86.3879983520508,5.11199997425079,8.5,1.055,4.96000008285046,6.5,7.15333333333333,65.9179995218913,19.371999279658,14.71,0.518333333333333,16.2599999606609,"none",23,0,"glaciofluvial deposits & till, ablation",NA,"moraine & flat & drainageway","no","no",50,"12-FIN Findlay, Ohio"
"50867",146653,2673670,188838,"98",80,0.000166982413015678,0.0220291548370933,0.0255876532143227,86.0929083748972,"98",86.0929083748972,100,"Kibbie",271971,"MI087","Lapeer County, Michigan","6bhk","Kibbie fine sandy loam, 0 to 4 percent slopes",17.3580198041089,TRUE,90,"alfisols","aquollic hapludalfs","Fine-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,81,250,3.24,41.5779996490479,39.0520003509521,19.37,1.285,9.54000024497509,6.5,3.24,33.8500005849202,49.6166660817464,16.5333333333333,0.595,27.4700004607439,"none",23,0,"glaciofluvial deposits",NA,"outwash delta & moraine & flat & flat & drainageway & drainageway","no","no",50,"12-FIN Findlay, Ohio"
"50868",146653,2673670,188838,"98",80,0.000166982413015678,0.0220291548370933,0.0255876532143227,86.0929083748972,"98",86.0929083748972,100,"Dixboro",848870,"MI087","Lapeer County, Michigan","6bhk","Kibbie fine sandy loam, 0 to 4 percent slopes",17.3580198041089,FALSE,2,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,89,250,0,71.9400001525879,17.7600004196167,10.3,1.15,7.80000016093254,6.91999988555908,0.813333333333333,54.1833328755697,36.3433339818319,9.47333333333333,0.55,23.3600004762411,"none",20,0,"glaciofluvial deposits",NA,"moraine & outwash delta & flat & flat","no","no",50,"12-FIN Findlay, Ohio"
"50869",146653,2673670,188838,"98",80,0.000166982413015678,0.0220291548370933,0.0255876532143227,86.0929083748972,"98",86.0929083748972,100,"Selfridge",848894,"MI087","Lapeer County, Michigan","6bhk","Kibbie fine sandy loam, 0 to 4 percent slopes",17.3580198041089,FALSE,2,"alfisols","aquic arenic hapludalfs","Loamy, mixed, active, mesic Aquic Arenic Hapludalfs","somewhat poorly",2,104,250,7,86.3879983520508,5.11199997425079,8.5,1.055,4.96000008285046,6.5,7.15333333333333,65.9179995218913,19.371999279658,14.71,0.518333333333333,16.2599999606609,"none",23,0,"glaciofluvial deposits & till, ablation",NA,"moraine & flat & drainageway","no","no",50,"12-FIN Findlay, Ohio"
"50870",146654,188839,188839,"98",16035,0.0334695374088299,0.0334695374088299,0.0467159417103767,71.6447880176107,"98",71.6447880176107,100,"Dixboro",848871,"MI125","Oakland County, Michigan","6bhl","Thetford loamy fine sand, 0 to 3 percent slopes",17.4395967755144,FALSE,2,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,89,250,0,71.9400001525879,17.7600004196167,10.3,1.15,7.80000016093254,6.91999988555908,0.813333333333333,54.1833328755697,36.3433339818319,9.47333333333333,0.55,23.3600004762411,"none",20,0,"glaciofluvial deposits",NA,"outwash delta & lake plain & flat & flat","no","no",50,"12-FIN Findlay, Ohio"
"50872",146654,188839,188839,"98",16035,0.0334695374088299,0.0334695374088299,0.0467159417103767,71.6447880176107,"98",71.6447880176107,100,"Thomas",848789,"MI125","Oakland County, Michigan","6bhl","Thetford loamy fine sand, 0 to 3 percent slopes",17.4395967755144,FALSE,2,"inceptisols","histic humaquepts","Fine-loamy, mixed, semiactive, calcareous, mesic Histic Humaquepts","very poorly",1,28,250,4.84,20.3839993286133,44.2360006713867,35.38,46.31,14.7200000882149,7.50799993515015,8.94666666666667,30.1406660970052,39.0593339029948,30.8,15.6033333333333,30.3900000452995,"none",28,0,"organic, herbaceous material & till, ablation",NA,"glacial drainage channel & outwash delta & depression & depression","yes","no",0,"12-FIN Findlay, Ohio"
"50876",146654,188839,188839,"98",16035,0.0334695374088299,0.0334695374088299,0.0467159417103767,71.6447880176107,"98",71.6447880176107,100,"Granby",848855,"MI125","Oakland County, Michigan","6bhl","Thetford loamy fine sand, 0 to 3 percent slopes",17.4395967755144,FALSE,2,"mollisols","typic endoaquolls","Sandy, mixed, mesic Typic Endoaquolls","very poorly",1,250,250,0.88,86.5639993286133,5.87599998950958,7.56,4.03,5.06000006198883,6.58799991607666,1.62666666666667,90.4879987589518,3.04533331394196,6.46666666666667,1.51,12.9800002425909,"none",28,0,"glaciofluvial deposits",NA,"lake plain & outwash plain & depression & depression","yes","no",0,"12-FIN Findlay, Ohio"
"50877",146654,188839,188839,"98",16035,0.0334695374088299,0.0334695374088299,0.0467159417103767,71.6447880176107,"98",71.6447880176107,100,"Kibbie",848822,"MI125","Oakland County, Michigan","6bhl","Thetford loamy fine sand, 0 to 3 percent slopes",17.4395967755144,FALSE,2,"alfisols","aquollic hapludalfs","Fine-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,81,250,3.24,41.5779996490479,39.0520003509521,19.37,1.285,9.54000024497509,6.5,3.24,33.8500005849202,49.6166660817464,16.5333333333333,0.595,27.4700004607439,"none",23,0,"glaciofluvial deposits",NA,"outwash delta & moraine & flat & flat & drainageway & drainageway","no","no",50,"12-FIN Findlay, Ohio"
"50880",146654,188839,188839,"98",16035,0.0334695374088299,0.0334695374088299,0.0467159417103767,71.6447880176107,"98",71.6447880176107,100,"Thetford",271975,"MI125","Oakland County, Michigan","6bhl","Thetford loamy fine sand, 0 to 3 percent slopes",17.4395967755144,TRUE,88,"alfisols","aquic arenic hapludalfs","Sandy, mixed, mesic Aquic Arenic Hapludalfs","somewhat poorly",1,250,250,5,84.9000015258789,6.59999990463257,8.5,1.285,4.7300001308322,6.5,5.96,86.1900001525879,6.35999996185303,7.45,0.595,11.7500001639128,"none",23,0,"glaciofluvial deposits",NA,"lake plain & outwash plain & flat & flat & drainageway & drainageway","no","no",50,"12-FIN Findlay, Ohio"
"50881",146654,188839,188839,"98",16035,0.0334695374088299,0.0334695374088299,0.0467159417103767,71.6447880176107,"98",71.6447880176107,100,"Gilford",848881,"MI125","Oakland County, Michigan","6bhl","Thetford loamy fine sand, 0 to 3 percent slopes",17.4395967755144,FALSE,2,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","very poorly",1,96,250,5.44,66.7800015258789,19.3200003814697,13.9,1.94400001049042,7.3999999910593,6.91999980926514,10.8533333333333,77.4626676432292,12.9906669108073,9.54666666666667,0.922000010808309,14.5399998314679,"none",28,0,"glaciofluvial deposits",NA,"depression & outwash plain","yes","no",0,"12-FIN Findlay, Ohio"
"50883",146654,188839,188839,"98",16035,0.0334695374088299,0.0334695374088299,0.0467159417103767,71.6447880176107,"98",71.6447880176107,100,"Sebewa",848719,"MI125","Oakland County, Michigan","6bhl","Thetford loamy fine sand, 0 to 3 percent slopes",17.4395967755144,FALSE,2,"mollisols","typic argiaquolls","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaquolls","poorly",1,81,250,7.68,38.8639993286133,38.3560006713867,22.78,4.03,9.90000000596046,7,19.44,64.5186661275228,21.1013338724772,14.38,1.51,17.2400000151247,"none",28,0,"glaciofluvial deposits",NA,"depression & outwash plain","yes","no",25,"12-FIN Findlay, Ohio"
"50908",146656,188841,188841,"98",5401,0.011273400158721,0.011273400158721,0.011273400158721,100,"98",100,100,"Napoleon",271985,"MI125","Oakland County, Michigan","6bhn","Napoleon muck",17.1035568319941,TRUE,100,"histosols","typic haplohemists","Dysic, mesic Typic Haplohemists","very poorly",1,250,250,0,10,57.5,32.5,87.5,22.5000001490116,4.09999990463257,0,10,62.5,27.5,90.8333333333333,72.5000001490116,"none",152,0,"organic, herbaceous material",NA,"outwash plain & moraine & depression & depression","yes","no",0,"12-FIN Findlay, Ohio"
"50909",146657,188842,188842,"98",8116,0.0169403658004405,0.0169403658004405,0.0278753347721351,60.7718828811145,"98",60.7718828811145,100,"Sebewa",848720,"MI125","Oakland County, Michigan","6bhp","Granby loamy sand",17.5244177496357,FALSE,2,"mollisols","typic argiaquolls","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaquolls","poorly",1,81,250,7.68,38.8639993286133,38.3560006713867,22.78,4.03,9.90000000596046,7,19.44,64.5186661275228,21.1013338724772,14.38,1.51,17.2400000151247,"none",28,0,"glaciofluvial deposits",NA,"depression & outwash plain","yes","no",25,"12-FIN Findlay, Ohio"
"50911",146657,188842,188842,"98",8116,0.0169403658004405,0.0169403658004405,0.0278753347721351,60.7718828811145,"98",60.7718828811145,100,"Gilford",848882,"MI125","Oakland County, Michigan","6bhp","Granby loamy sand",17.5244177496357,FALSE,2,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","very poorly",1,96,250,5.44,66.7800015258789,19.3200003814697,13.9,1.94400001049042,7.3999999910593,6.91999980926514,10.8533333333333,77.4626676432292,12.9906669108073,9.54666666666667,0.922000010808309,14.5399998314679,"none",28,0,"glaciofluvial deposits",NA,"depression & outwash plain","yes","no",0,"12-FIN Findlay, Ohio"
"50912",146657,188842,188842,"98",8116,0.0169403658004405,0.0169403658004405,0.0278753347721351,60.7718828811145,"98",60.7718828811145,100,"Tedrow",848905,"MI125","Oakland County, Michigan","6bhp","Granby loamy sand",17.5244177496357,FALSE,2,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","somewhat poorly",2,250,250,2,89.5979998779297,4.94200016260147,5.46,1.055,4.7300001308322,6.86199991226196,2,92.3859989420573,2.58066670497259,5.03333333333333,0.518333333333333,12.6500003114343,"none",23,0,"glaciofluvial deposits",NA,"lake plain & outwash plain & flat & flat & drainageway & drainageway","no","no",50,"12-FIN Findlay, Ohio"
"50914",146657,188842,188842,"98",8116,0.0169403658004405,0.0169403658004405,0.0278753347721351,60.7718828811145,"98",60.7718828811145,100,"Granby",271986,"MI125","Oakland County, Michigan","6bhp","Granby loamy sand",17.5244177496357,TRUE,90,"mollisols","typic endoaquolls","Sandy, mixed, mesic Typic Endoaquolls","very poorly",1,250,250,0.88,86.5639993286133,5.87599998950958,7.56,4.03,5.06000006198883,6.58799991607666,1.62666666666667,90.4879987589518,3.04533331394196,6.46666666666667,1.51,12.9800002425909,"none",28,0,"glaciofluvial deposits",NA,"lake plain & outwash plain & depression & depression","yes","no",0,"12-FIN Findlay, Ohio"
"50917",146657,188842,188842,"98",8116,0.0169403658004405,0.0169403658004405,0.0278753347721351,60.7718828811145,"98",60.7718828811145,100,"Wasepi",848701,"MI125","Oakland County, Michigan","6bhp","Granby loamy sand",17.5244177496357,FALSE,2,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, semiactive, mesic Aquollic Hapludalfs","somewhat poorly",1,76,250,13.6,66.7200012207031,20.8800003051758,12.4,1.35,7.30000019073486,6.5,23.7333333333333,79.9946668497721,10.9786668888728,9.02666666666667,0.616666666666667,13.4200002960861,"none",20,0,"till, supraglacial & glaciofluvial deposits",NA,"outwash plain & flat & drainageway","no","no",50,"12-FIN Findlay, Ohio"
"50926",146657,188842,188842,"98",8116,0.0169403658004405,0.0169403658004405,0.0278753347721351,60.7718828811145,"98",60.7718828811145,100,"Thetford",848829,"MI125","Oakland County, Michigan","6bhp","Granby loamy sand",17.5244177496357,FALSE,2,"alfisols","aquic arenic hapludalfs","Sandy, mixed, mesic Aquic Arenic Hapludalfs","somewhat poorly",1,250,250,5,84.9000015258789,6.59999990463257,8.5,1.285,4.7300001308322,6.5,5.96,86.1900001525879,6.35999996185303,7.45,0.595,11.7500001639128,"none",23,0,"glaciofluvial deposits",NA,"lake plain & outwash plain & flat & flat & drainageway & drainageway","no","no",50,"12-FIN Findlay, Ohio"
"50928",146658,188843,188843,"98",22559,0.0470869531902585,0.0470869531902585,0.0529092284369307,88.9957283092636,"98",88.9957283092636,100,"Udorthents",271987,"MI125","Oakland County, Michigan","6bhq","Udorthents, loamy, nearly level",17.4364178560693,TRUE,100,"entisols",NA,"Udorthents","well",3,250,250,11,58.2000007629395,17.7999992370605,24,0.5,7.50000029802322,6.19999980926514,11,58.2000007629395,17.7999992370605,24,0.5,22.5000008940697,"none",0,0,"till, ablation",NA,"moraine","no","no",250,"12-FIN Findlay, Ohio"
"50930",146659,188844,188844,"98",4545,0.0094866883394532,0.0094866883394532,0.0107258083100956,88.4473045311086,"98",88.4473045311086,100,"Udorthents",271988,"MI125","Oakland County, Michigan","6bhr","Udorthents, loamy, rolling",17.4510323238924,TRUE,100,"entisols",NA,"Udorthents","well",9,250,250,11,58.2000007629395,17.7999992370605,24,0.5,7.50000029802322,6.19999980926514,11,58.2000007629395,17.7999992370605,24,0.5,22.5000008940697,"none",0,0,"till, ablation",NA,"moraine","no","no",250,"12-FIN Findlay, Ohio"
