"dmuiid","MLRA","LRU","compname","coiid","areasymbol","areaname","lmapunitiid","muiid","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","Site","grpname"
143963,"97","97A","Glynwood",873698,"MI021","Berrien County, Michigan",186205,186205,"67rm","Rimer-Urban land complex, 0 to 4 percent slopes",17.8461171619677,FALSE,3,"alfisols","aquic hapludalfs","Fine, illitic, mesic Aquic Hapludalfs","moderately well",9,250,250,0,29.4585372180474,30.6999993673185,39.8414634146341,0.634146341463415,8.26829290244638,6.30975590682611,0,24.9030306267016,37.9606057369348,37.1363636363636,0.409090909090909,19.0000003034418,"none",18,0,NA,NA,NA,"no","no",100,"F097XA022MI","12-GRR Grand Rapids, Michigan"
143963,"97","97A","Urban land",267975,"MI021","Berrien County, Michigan",186205,186205,"67rm","Rimer-Urban land complex, 0 to 4 percent slopes",17.8461171619677,TRUE,25,NA,NA,NA,NA,2,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-GRR Grand Rapids, Michigan"
143963,"97","97A","Tustin",873699,"MI021","Berrien County, Michigan",186205,186205,"67rm","Rimer-Urban land complex, 0 to 4 percent slopes",17.8461171619677,FALSE,3,"alfisols","arenic hapludalfs","Clayey, mixed, mesic Arenic Hapludalfs","well",4,91,250,0,90.3701281857181,2.88311682118998,6.74675324675325,0.899350649350649,4.79870141520129,7.12077929756858,0,68.2770624773218,14.2275228959705,17.4954128440367,0.667431192660551,15.8463306246548,"none",0,0,NA,NA,NA,"no","no",250,"F097XA004MI","12-GRR Grand Rapids, Michigan"
143963,"97","97A","Pewamo",873691,"MI021","Berrien County, Michigan",186205,186205,"67rm","Rimer-Urban land complex, 0 to 4 percent slopes",17.8461171619677,FALSE,2,"mollisols","typic argiaquolls","Fine, mixed, mesic Typic Argiaquolls","poorly",1,107,250,0,23.3359996032715,51.5240003967285,25.14,3.1,10.2799999117851,6.7719998550415,0,20.2453337097168,49.0413329569499,30.7133333333333,1.2,26.2799995541573,"none",38,0,NA,NA,"depression","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
143963,"97","97A","Belleville",873685,"MI021","Berrien County, Michigan",186205,186205,"67rm","Rimer-Urban land complex, 0 to 4 percent slopes",17.8461171619677,FALSE,2,"mollisols","typic haplaquolls","Sandy over loamy, mixed, mesic Typic Haplaquolls","poorly",1,76,250,0,89.033332824707,3.46666661898295,7.5,2.33333333333333,4.49999993046125,7,0,63.3427852042279,21.0029853315496,15.6542288557214,1.0273631840796,17.5298506977843,"none",25,0,NA,NA,"depression","yes","no",25,"F097XA008MI","12-GRR Grand Rapids, Michigan"
143964,"97","97A","Urban land",267978,"MI021","Berrien County, Michigan",186206,186206,"67rn","Urban land",17.7483710487938,TRUE,100,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-GRR Grand Rapids, Michigan"
143965,"97","97A","Brady",873716,"MI021","Berrien County, Michigan",186207,186207,"67rp","Oshtemo-Urban land complex, 0 to 6 percent slopes",17.6913998248821,FALSE,4,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, mesic Aquollic Hapludalfs","somewhat poorly",1,122,250,0,67.3111122979058,21.133333630032,11.5555555555556,1.31944444444444,7.30555574927065,6.19999980926514,0,73.1853087366475,15.2625593099549,11.5521327014218,0.614928909952607,18.9739341507732,"none",28,0,NA,NA,NA,"no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
143965,"97","97A","Urban land",267980,"MI021","Berrien County, Michigan",186207,186207,"67rp","Oshtemo-Urban land complex, 0 to 6 percent slopes",17.6913998248821,TRUE,35,NA,NA,NA,NA,3,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-GRR Grand Rapids, Michigan"
143965,"97","97A","Monitor",873708,"MI021","Berrien County, Michigan",186207,186207,"67rp","Oshtemo-Urban land complex, 0 to 6 percent slopes",17.6913998248821,FALSE,4,"alfisols","udollic ochraqualfs","Fine-loamy, mixed, mesic Udollic Ochraqualfs","somewhat poorly",2,71,250,0,45.5879997253418,35.9319999313354,18.48,1.65800000026822,10.5499999672174,6.37400003433228,0,46.1286665089925,33.9279995854696,19.9433333333333,0.619333334416151,26.1500001214445,"none",41,0,NA,NA,NA,"no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
143965,"97","97A","Oshtemo",267979,"MI021","Berrien County, Michigan",186207,186207,"67rp","Oshtemo-Urban land complex, 0 to 6 percent slopes",17.6913998248821,TRUE,57,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",3,104,250,0,67.3500022888184,20.4000005722046,12.25,0.625,7.6249998062849,5.80000019073486,0,73.9093466785467,14.5158883143808,11.5747663551402,0.39018691588785,18.2663547057902,"none",0,0,"glaciofluvial deposits & outwash & till, unspecified",NA,"outwash plain","no","no",250,"F097XA018MI","12-GRR Grand Rapids, Michigan"
143966,"97","97A","Monitor",873713,"MI021","Berrien County, Michigan",186208,186208,"67rq","Riddles-Oshtemo complex, 1 to 6 percent slopes",17.9441143329256,FALSE,4,"alfisols","udollic ochraqualfs","Fine-loamy, mixed, mesic Udollic Ochraqualfs","somewhat poorly",2,71,250,0,45.5879997253418,35.9319999313354,18.48,1.65800000026822,10.5499999672174,6.37400003433228,0,46.1286665089925,33.9279995854696,19.9433333333333,0.619333334416151,26.1500001214445,"none",41,0,NA,NA,NA,"no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
143966,"97","97A","Crosier",873712,"MI021","Berrien County, Michigan",186208,186208,"67rq","Riddles-Oshtemo complex, 1 to 6 percent slopes",17.9441143329256,FALSE,4,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",2,117,250,0,34.6800006484985,45.2599984741211,20.06,1.19,9.41999989748001,6.19999980926514,0,38.2346673965454,39.9419989776611,21.8233333333333,0.675,25.7600002139807,"none",23,0,NA,NA,NA,"no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
143966,"97","97A","Riddles",267981,"MI021","Berrien County, Michigan",186208,186208,"67rq","Riddles-Oshtemo complex, 1 to 6 percent slopes",17.9441143329256,TRUE,57,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",4,140,250,0,53.4480004882813,26.8719995117188,19.68,0.77,8.76000016927719,6.5,0,55.7560005696615,22.5173327636719,21.7266666666667,0.563333333432674,23.3600006997585,"none",0,0,"till, unspecified",NA,"till plain","no","no",250,"F097XA018MI","12-GRR Grand Rapids, Michigan"
143966,"97","97A","Oshtemo",267982,"MI021","Berrien County, Michigan",186208,186208,"67rq","Riddles-Oshtemo complex, 1 to 6 percent slopes",17.9441143329256,TRUE,35,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",4,104,250,0,67.3500022888184,20.4000005722046,12.25,0.625,7.6249998062849,5.80000019073486,0,73.9093466785467,14.5158883143808,11.5747663551402,0.39018691588785,18.2663547057902,"none",0,0,"glaciofluvial deposits & outwash & till, unspecified",NA,"outwash plain","no","no",250,"F097XA018MI","12-GRR Grand Rapids, Michigan"
143967,"97","97A","Monitor",873715,"MI021","Berrien County, Michigan",186209,186209,"67rr","Riddles-Oshtemo complex, 6 to 12 percent slopes",17.9500289567836,FALSE,4,"alfisols","udollic ochraqualfs","Fine-loamy, mixed, mesic Udollic Ochraqualfs","somewhat poorly",2,71,250,0,45.5879997253418,35.9319999313354,18.48,1.65800000026822,10.5499999672174,6.37400003433228,0,46.1286665089925,33.9279995854696,19.9433333333333,0.619333334416151,26.1500001214445,"none",41,0,NA,NA,NA,"no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
143967,"97","97A","Riddles",267983,"MI021","Berrien County, Michigan",186209,186209,"67rr","Riddles-Oshtemo complex, 6 to 12 percent slopes",17.9500289567836,TRUE,57,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",9,140,250,0,53.4480004882813,26.8719995117188,19.68,0.77,8.76000016927719,6.5,0,55.7560005696615,22.5173327636719,21.7266666666667,0.563333333432674,23.3600006997585,"none",0,0,"till, unspecified",NA,"till plain","no","no",250,"F097XA018MI","12-GRR Grand Rapids, Michigan"
143967,"97","97A","Crosier",873714,"MI021","Berrien County, Michigan",186209,186209,"67rr","Riddles-Oshtemo complex, 6 to 12 percent slopes",17.9500289567836,FALSE,4,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",2,117,250,0,34.6800006484985,45.2599984741211,20.06,1.19,9.41999989748001,6.19999980926514,0,38.2346673965454,39.9419989776611,21.8233333333333,0.675,25.7600002139807,"none",23,0,NA,NA,NA,"no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
143967,"97","97A","Oshtemo",267984,"MI021","Berrien County, Michigan",186209,186209,"67rr","Riddles-Oshtemo complex, 6 to 12 percent slopes",17.9500289567836,TRUE,35,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",9,104,250,0,67.3500022888184,20.4000005722046,12.25,0.625,7.6249998062849,5.80000019073486,0,73.9093466785467,14.5158883143808,11.5747663551402,0.39018691588785,18.2663547057902,"none",0,0,"glaciofluvial deposits & outwash & till, unspecified",NA,"outwash plain","no","no",250,"F097XA018MI","12-GRR Grand Rapids, Michigan"
143968,"97","97A","Oshtemo",267986,"MI021","Berrien County, Michigan",186210,186210,"67rs","Riddles-Oshtemo complex, 12 to 18 percent slopes",17.9444272454194,TRUE,35,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",15,104,250,0,67.3500022888184,20.4000005722046,12.25,0.625,7.6249998062849,5.80000019073486,0,73.9093466785467,14.5158883143808,11.5747663551402,0.39018691588785,18.2663547057902,"none",0,0,"glaciofluvial deposits & outwash & till, unspecified",NA,"outwash plain","no","no",250,"F097XA017MI","12-GRR Grand Rapids, Michigan"
143968,"97","97A","Crosier",873718,"MI021","Berrien County, Michigan",186210,186210,"67rs","Riddles-Oshtemo complex, 12 to 18 percent slopes",17.9444272454194,FALSE,4,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",2,117,250,0,34.6800006484985,45.2599984741211,20.06,1.19,9.41999989748001,6.19999980926514,0,38.2346673965454,39.9419989776611,21.8233333333333,0.675,25.7600002139807,"none",23,0,NA,NA,NA,"no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
143968,"97","97A","Monitor",873719,"MI021","Berrien County, Michigan",186210,186210,"67rs","Riddles-Oshtemo complex, 12 to 18 percent slopes",17.9444272454194,FALSE,4,"alfisols","udollic ochraqualfs","Fine-loamy, mixed, mesic Udollic Ochraqualfs","somewhat poorly",2,71,250,0,45.5879997253418,35.9319999313354,18.48,1.65800000026822,10.5499999672174,6.37400003433228,0,46.1286665089925,33.9279995854696,19.9433333333333,0.619333334416151,26.1500001214445,"none",41,0,NA,NA,NA,"no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
143968,"97","97A","Riddles",267985,"MI021","Berrien County, Michigan",186210,186210,"67rs","Riddles-Oshtemo complex, 12 to 18 percent slopes",17.9444272454194,TRUE,57,"alfisols","typic hapludalfs","Fine-loamy, mixed, mesic Typic Hapludalfs","well",15,140,250,0,53.4480004882813,26.8719995117188,19.68,0.77,8.76000016927719,6.5,0,55.7560005696615,22.5173327636719,21.7266666666667,0.563333333432674,23.3600006997585,"none",0,0,"till, unspecified",NA,"moraine","no","no",250,"F097XA017MI","12-GRR Grand Rapids, Michigan"
143969,"97","97A","Cohoctah",267987,"MI021","Berrien County, Michigan",186211,186211,"67rt","Cohoctah-Urban land complex",17.6678029158786,TRUE,70,"mollisols","fluvaquentic haplaquolls","Coarse-loamy, mixed, mesic Fluvaquentic Haplaquolls","poorly",1,250,250,0,54.1193554785944,33.7677424646193,12.1129032258065,5.80645161290323,8.61290337577943,7.11612910609091,0,44.60319613104,44.0178087661255,11.37899543379,2.15205479920183,23.9315067150005,"flood",38,0,"alluvium",NA,"flood plain","yes","no",25,"F097XA027MI","12-GRR Grand Rapids, Michigan"
143969,"97","97A","Urban land",267988,"MI021","Berrien County, Michigan",186211,186211,"67rt","Cohoctah-Urban land complex",17.6678029158786,TRUE,30,NA,NA,NA,NA,1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA,"12-GRR Grand Rapids, Michigan"
143971,"97","97A","Water",267991,"MI021","Berrien County, Michigan",186213,186213,"67rw","Water",17.6797979777424,TRUE,100,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,"Water","12-GRR Grand Rapids, Michigan"
144057,"97","97A","Blount",268115,"MI159","Van Buren County, Michigan",186329,186329,"67wm","Blount silt loam, 0 to 4 percent slopes",17.2277426912615,TRUE,95,"alfisols","aeric ochraqualfs","Fine, illitic, mesic Aeric Ochraqualfs","somewhat poorly",2,38,250,0,18.5338465177096,47.4123084435096,34.0538461538462,1.16153846153846,9.06153832490628,6.86615367302528,0,28.3315157572428,38.5563634699041,33.1121212121212,0.609090909090909,20.2272727543657,"none",23,0,NA,NA,NA,"no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
144057,"97","97A","Pewamo",894993,"MI159","Van Buren County, Michigan",186329,186329,"67wm","Blount silt loam, 0 to 4 percent slopes",17.2277426912615,FALSE,5,"mollisols","typic argiaquolls","Fine, mixed, mesic Typic Argiaquolls","poorly",1,91,250,0,11.9777779579163,49.0222214592828,39,3.06944444444444,9.1666665342119,6.69999980926514,0,16.2370889780107,44.5234738381256,39.2394366197183,1.20305164319249,25.1830981021196,"none",28,0,"till, unspecified",NA,"depression & till plain","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
144060,"97","97A","Coloma",268120,"MI159","Van Buren County, Michigan",186348,186348,"67x7","Oshtemo-Coloma loamy sands, 12 to 18 percent slopes",17.6647982959272,TRUE,40,"entisols","argic udipsamments","Mixed, mesic Argic Udipsamments","excessively",15,250,250,0,89.25,5.25000017881393,5.5,0.75,4.75000012665987,6.5,0,91.0833323160807,2.89666671037674,6.02,0.416666666666667,11.8300001695752,"none",0,0,"drift & outwash",NA,"till plain","no","no",250,"F097XA010MI","12-GRR Grand Rapids, Michigan"
144060,"97","97A","Oshtemo",268119,"MI159","Van Buren County, Michigan",186348,186348,"67x7","Oshtemo-Coloma loamy sands, 12 to 18 percent slopes",17.6647982959272,TRUE,60,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",15,107,250,0,83.5076939509465,9.87692348773663,6.61538461538461,1.63461538461538,5.69230765104294,5.80000019073486,0,75.8741641249953,13.3004789774498,10.8253588516746,0.594497607655502,18.2655498951353,"none",0,0,"outwash",NA,"hill & hill & moraine & outwash plain","no","no",250,"F097XA010MI","12-GRR Grand Rapids, Michigan"
144061,"97","97A","Coloma",268122,"MI159","Van Buren County, Michigan",186349,186349,"67x8","Oshtemo-Coloma loamy sands, 18 to 25 percent slopes",17.6801802578862,TRUE,40,"entisols","argic udipsamments","Mixed, mesic Argic Udipsamments","excessively",22,250,250,0,89.25,5.25000017881393,5.5,0.75,4.75000012665987,6.5,0,91.0833323160807,2.89666671037674,6.02,0.416666666666667,11.8300001695752,"none",0,0,"drift & outwash",NA,"till plain","no","no",250,"F097XA010MI","12-GRR Grand Rapids, Michigan"
144061,"97","97A","Oshtemo",268121,"MI159","Van Buren County, Michigan",186349,186349,"67x8","Oshtemo-Coloma loamy sands, 18 to 25 percent slopes",17.6801802578862,TRUE,60,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",22,107,250,0,83.5076939509465,9.87692348773663,6.61538461538461,1.63461538461538,5.69230765104294,5.80000019073486,0,75.8741641249953,13.3004789774498,10.8253588516746,0.594497607655502,18.2655498951353,"none",0,0,"outwash",NA,"hill & hill & moraine & outwash plain","no","no",250,"F097XA010MI","12-GRR Grand Rapids, Michigan"
144062,"97","97A","Sloan",894994,"MI159","Van Buren County, Michigan",186350,186350,"67x9","Glendora sandy loam",17.3032709237552,FALSE,10,"mollisols","fluvaquentic haplaquolls","Fine-loamy, mixed, mesic Fluvaquentic Haplaquolls","very poorly",1,250,250,0,36.533332824707,37.1333338419596,26.3333333333333,2,9.33333337306976,7.20000012715658,0,34.0694442930676,38.5456350720118,27.3849206349206,1.10833333550938,26.1071430075736,"flood",25,NA,NA,NA,"flood plain","yes","no",0,"F097XA027MI","12-GRR Grand Rapids, Michigan"
144062,"97","97A","Glendora",268123,"MI159","Van Buren County, Michigan",186350,186350,"67x9","Glendora sandy loam",17.3032709237552,TRUE,90,"entisols","mollic psammaquents","Mixed, mesic Mollic Psammaquents","very poorly",1,250,250,0,88.0121969827792,5.56097579583889,6.42682926829268,1.73170731707317,4.65853652212678,7,0,92.5425548147648,2.04255326250766,5.41489361702128,0.680851063829787,12.5744678397128,"flood",18,0,"alluvium",NA,"flood plain","yes","no",0,"F097XA027MI","12-GRR Grand Rapids, Michigan"
144066,"97","97A","Histosols",268129,"MI159","Van Buren County, Michigan",186297,186297,"67vl","Aquents and Histosols, ponded",17.5252788515576,TRUE,49,"histosols",NA,"Histosols","very poorly",1,250,250,0,0,0,0,82.5,NA,NA,0,0,0,0,82.5,NA,"none",130,NA,"organic, herbaceous material",NA,"depression & marsh","yes","no",0,"F097XA030MI","12-GRR Grand Rapids, Michigan"
144066,"97","97A","Aquents",268128,"MI159","Van Buren County, Michigan",186297,186297,"67vl","Aquents and Histosols, ponded",17.5252788515576,TRUE,51,"entisols",NA,"Aquents","very poorly",1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression & marsh","yes","no",0,NA,"12-GRR Grand Rapids, Michigan"
144070,"97","97A","Brems",268135,"MI159","Van Buren County, Michigan",186301,186301,"67vq","Brems sand, 0 to 2 percent slopes",17.2784935999628,TRUE,100,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","moderately well",1,250,250,0,94.5999984741211,1.39999997615814,4,0.5,3.7499999627471,5.80000019073486,0,94.5999984741211,1.39999997615814,4,0.333333333333333,10.7499999925494,"none",0,0,"outwash",NA,"outwash plain","no","no",100,"F097XA012MI","12-GRR Grand Rapids, Michigan"
144071,"97","97A","Ormas",268136,"MI159","Van Buren County, Michigan",186302,186302,"67vr","Ormas loamy sand, 0 to 6 percent slopes",17.5631964740375,TRUE,100,"alfisols","arenic hapludalfs","Loamy, mixed, mesic Arenic Hapludalfs","well",3,250,250,0,88.8699989318848,4.0299999833107,7.1,0.775,4.44999992847443,6.69999980926514,0,84.1433319600423,5.86999988794327,9.98666666666667,0.425,13.9499996453524,"none",15,0,"outwash",NA,"outwash plain","no","no",250,"F097XA004MI","12-GRR Grand Rapids, Michigan"
144072,"97","97A","Ormas",268137,"MI159","Van Buren County, Michigan",186303,186303,"67vs","Ormas loamy sand, 6 to 12 percent slopes",17.5975157222174,TRUE,100,"alfisols","arenic hapludalfs","Loamy, mixed, mesic Arenic Hapludalfs","well",9,250,250,0,88.8699989318848,4.0299999833107,7.1,0.775,4.44999992847443,6.69999980926514,0,84.1433319600423,5.86999988794327,9.98666666666667,0.425,13.9499996453524,"none",15,0,"outwash",NA,"outwash plain","no","no",250,"F097XA004MI","12-GRR Grand Rapids, Michigan"
144073,"97","97A","Kingsville",894999,"MI159","Van Buren County, Michigan",186304,186304,"67vt","Ottokee loamy fine sand, 0 to 3 percent slopes",17.3449884206405,FALSE,5,"entisols","mollic psammaquents","Mixed, mesic Mollic Psammaquents","poorly",1,250,250,0,88.1800003051758,4.81999990940094,7,1.95,5.20000003278255,5.65999994277954,0,90.6199990844727,2.87333328723907,6.50666666666667,0.816666666666667,13.7199999392033,"none",20,0,NA,NA,"depression","yes","no",25,"F097XA008MI","12-GRR Grand Rapids, Michigan"
144073,"97","97A","Ottokee",268138,"MI159","Van Buren County, Michigan",186304,186304,"67vt","Ottokee loamy fine sand, 0 to 3 percent slopes",17.3449884206405,TRUE,95,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","moderately well",2,250,250,0,84.9000015258789,6.59999990463257,8.5,0.583333333333333,4.49999993046125,6.5,0,84.9000015258789,6.59999990463257,8.5,0.340909090909091,12.4090906571258,"none",0,0,"outwash",NA,"outwash plain","no","no",100,"F097XA012MI","12-GRR Grand Rapids, Michigan"
144079,"97","97A","Bronson",268145,"MI159","Van Buren County, Michigan",186310,186310,"67w0","Bronson sandy loam, 0 to 3 percent slopes",17.4490096870433,TRUE,100,"alfisols","aquic hapludalfs","Coarse-loamy, mixed, mesic Aquic Hapludalfs","moderately well",2,142,250,0,67.8000030517578,23.7000007629395,8.5,0.772727272727273,6.64935049105,6.19999980926514,0,68.8348317521342,19.5106744069732,11.6544943820225,0.476123595505618,18.3286517670148,"none",23,0,"outwash",NA,"outwash plain","no","no",100,"F097XA022MI","12-GRR Grand Rapids, Michigan"
144083,"97","97A","Colwood",268149,"MI159","Van Buren County, Michigan",186314,186314,"67w4","Colwood silt loam",17.3255879101859,TRUE,100,"mollisols","typic haplaquolls","Fine-loamy, mixed, mesic Typic Haplaquolls","poorly",1,89,250,0,24.5499992370605,53.6062507629395,21.84375,3.203125,10.562500031665,7,0,25.4871913552871,54.2960598762399,20.2167487684729,1.18103448275862,28.2783255935303,"none",36,0,"glaciolacustrine deposits",NA,"lake plain","yes","no",25,"F097XA023MI","12-GRR Grand Rapids, Michigan"
144084,"97","97A","Tuscola",268150,"MI159","Van Buren County, Michigan",186315,186315,"67w5","Tuscola silt loam, 0 to 4 percent slopes",17.3010602760352,TRUE,100,"alfisols","aquic hapludalfs","Fine-loamy, mixed, mesic Aquic Hapludalfs","moderately well",2,76,250,0,21.5636357146424,53.2155844948509,25.2207792207792,0.772727272727273,9.44805210093399,6.5,0,21.4876842874612,52.1477834767309,26.3645320197044,0.448275862068966,26.4162564108818,"none",23,0,"lacustrine deposits",NA,"outwash plain","no","no",100,"F097XA022MI","12-GRR Grand Rapids, Michigan"
144085,"97","97A","Oakville",268151,"MI159","Van Buren County, Michigan",186316,186316,"67w6","Oakville fine sand, 2 to 12 percent slopes",17.2493262774209,TRUE,100,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","well",7,250,250,0,94.4000015258789,0.600000023841858,5,0.45,3.99999991059303,5.5,0,94.4000015258789,0.600000023841858,5,0.316666666666667,10.6199997626245,"none",0,0,"eolian deposits & beach sand",NA,"beach ridge","no","no",250,"F097XA004MI","12-GRR Grand Rapids, Michigan"
144086,"97","97A","Oakville",268152,"MI159","Van Buren County, Michigan",186317,186317,"67w7","Oakville fine sand, 12 to 25 percent slopes",17.2691520957521,TRUE,100,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","well",19,250,250,0,94.4000015258789,0.600000023841858,5,0.45,3.99999991059303,5.5,0,94.4000015258789,0.600000023841858,5,0.316666666666667,10.6199997626245,"none",0,0,"eolian deposits & beach sand",NA,"beach ridge","no","no",250,"F097XA010MI","12-GRR Grand Rapids, Michigan"
144087,"97","97A","Oakville",268153,"MI159","Van Buren County, Michigan",186318,186318,"67w8","Oakville fine sand, 25 to 60 percent slopes",17.3273228999681,TRUE,100,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","well",43,250,250,0,94.4000015258789,0.600000023841858,5,0.45,3.99999991059303,5.5,0,94.4000015258789,0.600000023841858,5,0.316666666666667,10.6199997626245,"none",0,0,"eolian deposits & beach sand",NA,"beach ridge","no","no",250,"F097XA002MI","12-GRR Grand Rapids, Michigan"
144088,"97","97A","Thetford",268154,"MI159","Van Buren County, Michigan",186319,186319,"67w9","Thetford loamy sand, 0 to 2 percent slopes",17.3905121912004,TRUE,95,"alfisols","psammaquentic hapludalfs","Sandy, mixed, mesic Psammaquentic Hapludalfs","somewhat poorly",1,250,250,0,85.58,5.7,8.72,1.285,4.29000005871058,5.80000019073486,0,89.1773329671224,2.87599999427795,7.94666666666667,0.595,11.2900000885129,"none",23,0,"outwash",NA,"outwash plain","no","no",50,"F097XA012MI","12-GRR Grand Rapids, Michigan"
144088,"97","97A","Kingsville",895000,"MI159","Van Buren County, Michigan",186319,186319,"67w9","Thetford loamy sand, 0 to 2 percent slopes",17.3905121912004,FALSE,5,"entisols","mollic psammaquents","Mixed, mesic Mollic Psammaquents","poorly",1,250,250,0,88.1800003051758,4.81999990940094,7,1.95,5.20000003278255,5.65999994277954,0,90.6199990844727,2.87333328723907,6.50666666666667,0.816666666666667,13.7199999392033,"none",20,0,NA,NA,"depression","yes","no",25,"F097XA008MI","12-GRR Grand Rapids, Michigan"
144089,"97","97A","Napoleon",268156,"MI159","Van Buren County, Michigan",186320,186320,"67wb","Napoleon mucky peat",17.5197137380942,TRUE,100,"histosols","typic medihemists","Dysic, mesic Typic Medihemists","very poorly",1,250,250,0,0,0,0,90.45,25,4.09999990463257,0,0,0,0,91.8166666666667,75,"none",152,0,"organic, herbaceous material",NA,"depression & outwash plain","yes","no",0,"F097XA031MI","12-GRR Grand Rapids, Michigan"
144090,"97","97A","Gilford",895001,"MI159","Van Buren County, Michigan",186321,186321,"67wc","Matherton loam, 0 to 2 percent slopes",17.4309544924565,FALSE,5,"mollisols","typic endoaquolls","Coarse-loamy, mixed, mesic Typic Endoaquolls","very poorly",1,84,250,0,66.7750015258789,19.3187503814697,13.90625,1.95000001043081,7.62499994598329,6.5,0,75.5516867476903,14.414607080181,10.0337078651685,0.91629214233227,16.3651683901468,"none",36,0,NA,NA,"depression","yes","no",0,"F097XA023MI","12-GRR Grand Rapids, Michigan"
144090,"97","97A","Matherton",268157,"MI159","Van Buren County, Michigan",186321,186321,"67wc","Matherton loam, 0 to 2 percent slopes",17.4309544924565,TRUE,95,"alfisols","udollic ochraqualfs","Fine-loamy over sandy or sandy-skeletal, mixed, mesic Udollic Ochraqualfs","somewhat poorly",1,64,250,0,42.32799949646,39.27200050354,18.4,2.065,8.49000033736229,6.19999980926514,0,63.1106647491455,25.5560002772013,11.3333333333333,0.855,13.1700003631413,"none",33,0,"outwash & glaciofluvial deposits",NA,"outwash plain","no","no",50,"F097XA022MI","12-GRR Grand Rapids, Michigan"
144091,"97","97A","Sloan",268159,"MI159","Van Buren County, Michigan",186324,186324,"67wg","Sloan loam",17.251610251461,TRUE,88,"mollisols","fluvaquentic haplaquolls","Fine-loamy, mixed, mesic Fluvaquentic Haplaquolls","very poorly",1,250,250,0,36.533332824707,37.1333338419596,26.3333333333333,2,9.33333337306976,7.20000012715658,0,34.0694442930676,38.5456350720118,27.3849206349206,1.10833333550938,26.1071430075736,"flood",25,0,"alluvium","limestone and dolomite","flood plain","yes","no",0,"F097XA027MI","12-GRR Grand Rapids, Michigan"
