"Series","ES","dmuiid","MLRA","LRU","coiid","areasymbol","areaname","lmapunitiid","muiid","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","grpname","Site111"
"Ava","F114AY504IN",705742,"114A",NA,2375400,"IN101","Martin County, Indiana",1708109,2600750,"2t995","Ava silt loam, 2 to 6 percent slopes, eroded",19.8987006043885,TRUE,95,"alfisols","oxyaquic fragiudalfs","Fine-silty, mixed, active, mesic Oxyaquic Fragiudalfs","moderately well",4,250,250,0,5.4,72.6,22,1.24000000357628,9.80000019073486,5.17999992370605,0.273333333333333,13.02,64.48,22.5,0.585333336095015,19.2900002673268,"none",20,0,"loess & pedisediment & till, unspecified",NA,"till plain","no","no",100,"12-IND Indianapolis, Indiana","R111CY006IN"
"Ava","F114AY504IN",118684,"114A",NA,237030,"IN133","Putnam County, Indiana",159817,159817,"5c9d","Ava silt loam, 1 to 4 percent slopes",19.4219778444098,TRUE,90,"alfisols","aquic fragiudalfs","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","moderately well",3,250,250,0,4.2,74.4,21.4,1.45,10.0999999046326,5.36000003814697,0.613333333333333,12.9133333333333,61.9533333333333,25.1333333333333,0.67,17.8199999183416,"none",20,0,"loess & till, unspecified",NA,"till plain","no","no",100,"12-IND Indianapolis, Indiana","R111CY006IN"
"Ava","F114AY504IN",118686,"114A",NA,237033,"IN133","Putnam County, Indiana",159819,159819,"5c9g","Ava silt loam, 6 to 12 percent slopes, eroded",19.4272033351758,TRUE,100,"alfisols","oxyaquic fragiudalfs","Fine-silty, mixed, active, mesic Oxyaquic Fragiudalfs","moderately well",8,250,250,0,4.2,73.2,22.6,1.45,10.0999999046326,5.36000003814697,0.613333333333333,12.9133333333333,61.5533333333333,25.5333333333333,0.67,17.8199999183416,"none",20,0,"loess & till, unspecified",NA,"till plain","no","no",100,"12-IND Indianapolis, Indiana","F111CY007IN"
"Ava","F114AY504IN",122134,"114A",NA,242026,"IN109","Morgan County, Indiana",163191,163191,"5gt7","Ava silt loam, 2 to 6 percent slopes",19.6107947823872,TRUE,100,"alfisols","oxyaquic fragiudalfs","Fine-silty, mixed, active, mesic Oxyaquic Fragiudalfs","moderately well",4,250,250,0,5.16,75.76,19.08,2.01,10.5799999237061,5.64800006866455,1.01333333333333,9.8,65.84,24.36,0.916666666666667,20.4599998891354,"none",36,0,"loess & till, unspecified",NA,"till plain","no","no",100,"12-IND Indianapolis, Indiana","R111CY006IN"
"Ava","F114AY504IN",121592,"114A",NA,241229,"IN153","Sullivan County, Indiana",162649,162649,"5g7r","Ava silt loam, 0 to 2 percent slopes",20.235413839016,TRUE,100,"alfisols","oxyaquic fragiudalfs","Fine-silty, mixed, active, mesic Oxyaquic Fragiudalfs","moderately well",2,250,250,0,4.68,74.48,20.84,1.73,10.3399999141693,5.50400005340576,0.2,11.9466666666667,63.1066666666667,24.9466666666667,0.763333333333333,18.0599999278784,"none",28,0,"loess & till, unspecified",NA,"till plain","no","no",100,"11-MAN Marion, Illinois","R111CY006IN"
"Ava","F114AY504IN",124770,"114A",NA,290114,"IN101","Martin County, Indiana",1708120,1708120,"1vbfn","Cincinnati silt loam, 6 to 12 percent slopes, severely eroded",20.2543367372642,FALSE,2,NA,NA,NA,"moderately well",3,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"till plain","no","no",100,"12-IND Indianapolis, Indiana",NA
"Ava","F114AY504IN",124847,"114A",NA,290703,"IN119","Owen County, Indiana",166289,166289,"5l15","Shakamak silt loam, 1 to 3 percent slopes",19.6612436354514,FALSE,10,NA,NA,NA,"moderately well",5,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"till plain","no","no",100,"12-IND Indianapolis, Indiana",NA
"Ava","F114AY504IN",749640,"114A",NA,2504230,"IN055","Greene County, Indiana",161568,2652225,"2w0vn","Pike silt loam, 2 to 6 percent slopes, eroded",19.6930882233171,FALSE,5,"alfisols","oxyaquic fragiudalfs","Fine-silty, mixed, active, mesic Oxyaquic Fragiudalfs","moderately well",4,250,250,0,5.4,72.6,22,1.24000000357628,9.80000019073486,5.17999992370605,0.273333333333333,13.02,64.48,22.5,0.585333336095015,19.2900002673268,"none",20,0,"loess & till, unspecified & till, unspecified",NA,"till plain","no","no",100,"12-IND Indianapolis, Indiana","R111CY006IN"
"Ava","F114AY504IN",749640,"114A",NA,2504230,"IN021","Clay County, Indiana",159625,2652225,"2w0vn","Pike silt loam, 2 to 6 percent slopes, eroded",19.6930882233171,FALSE,5,"alfisols","oxyaquic fragiudalfs","Fine-silty, mixed, active, mesic Oxyaquic Fragiudalfs","moderately well",4,250,250,0,5.4,72.6,22,1.24000000357628,9.80000019073486,5.17999992370605,0.273333333333333,13.02,64.48,22.5,0.585333336095015,19.2900002673268,"none",20,0,"loess & till, unspecified & till, unspecified",NA,"till plain","no","no",100,"12-IND Indianapolis, Indiana","R111CY006IN"
"Ava","F114AY504IN",124847,"114A",NA,290703,"IN101","Martin County, Indiana",1708163,1708163,"1vbh1","Shakamak silt loam, 1 to 3 percent slopes",19.6612436354514,FALSE,10,NA,NA,NA,"moderately well",5,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"till plain","no","no",100,"12-IND Indianapolis, Indiana",NA
"Ava","F114AY504IN",749640,"114A",NA,2504230,"IN109","Morgan County, Indiana",163242,2652225,"2w0vn","Pike silt loam, 2 to 6 percent slopes, eroded",19.6930882233171,FALSE,5,"alfisols","oxyaquic fragiudalfs","Fine-silty, mixed, active, mesic Oxyaquic Fragiudalfs","moderately well",4,250,250,0,5.4,72.6,22,1.24000000357628,9.80000019073486,5.17999992370605,0.273333333333333,13.02,64.48,22.5,0.585333336095015,19.2900002673268,"none",20,0,"loess & till, unspecified & till, unspecified",NA,"till plain","no","no",100,"12-IND Indianapolis, Indiana","R111CY006IN"
"Ava","F114AY504IN",749640,"114A",NA,2504230,"IN119","Owen County, Indiana",166248,2652225,"2w0vn","Pike silt loam, 2 to 6 percent slopes, eroded",19.6930882233171,FALSE,5,"alfisols","oxyaquic fragiudalfs","Fine-silty, mixed, active, mesic Oxyaquic Fragiudalfs","moderately well",4,250,250,0,5.4,72.6,22,1.24000000357628,9.80000019073486,5.17999992370605,0.273333333333333,13.02,64.48,22.5,0.585333336095015,19.2900002673268,"none",20,0,"loess & till, unspecified & till, unspecified",NA,"till plain","no","no",100,"12-IND Indianapolis, Indiana","R111CY006IN"
"Ava and Cincinnati",NA,124850,"114A",NA,290714,"IN119","Owen County, Indiana",166296,166296,"5l1d","Solsberry silt loam, 6 to 12 percent slopes, eroded",19.6080438825929,FALSE,3,NA,NA,NA,NA,4,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"till plain","no","no",250,"12-IND Indianapolis, Indiana",NA
"Ava and Cincinnati",NA,124851,"114A",NA,290719,"IN119","Owen County, Indiana",166297,166297,"5l1f","Solsberry silt loam, 6 to 12 perecent slopes, severely eroded",19.6261311511775,FALSE,3,NA,NA,NA,NA,4,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"till plain","no","no",250,"12-IND Indianapolis, Indiana",NA
"Avonburg","F114AY501IN",129175,"114A",NA,1308119,"OH015","Brown County, Ohio",1585741,1585741,"1q72y","Atlas silt loam, 2 to 6 percent slopes",19.040417479362,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"loess & till, unspecified",NA,"till plain",NA,"no",250,"12-IND Indianapolis, Indiana","R111CY006IN"
"Avonburg","F114AY501IN",127340,"114A",NA,1363657,"OH015","Brown County, Ohio",169705,169705,"5plc","Atlas silty clay loam, 6 to 12 percent slopes, eroded",19.2524241225561,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"loess & till, unspecified",NA,"till plain",NA,"no",250,"12-IND Indianapolis, Indiana","R111CY006IN"
"Avonburg","F114AY501IN",127361,"114A",NA,1363675,"OH015","Brown County, Ohio",169726,169726,"5pm1","Loudon silt loam, 3 to 8 percent slopes, eroded",19.3874532401201,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"loess & till, unspecified",NA,"till plain",NA,"no",250,"12-IND Indianapolis, Indiana","R111CY006IN"
"Avonburg","F114AY501IN",125982,"114A",NA,245502,"OH025","Clermont County, Ohio",168766,168766,"5nm2","Avonburg-Urban land complex, nearly level",20.4097001456614,TRUE,60,"alfisols","aeric fragiaqualfs","Fine-silty, mixed, mesic Aeric Fragiaqualfs","somewhat poorly",1,114,250,0,12.4719998550415,70.0480023193359,17.48,1.01,10.6399999260902,5.6080001449585,0,14.0800000127157,61.9333331298828,23.9866666666667,0.503333333333333,19.9199998378754,"none",0,0,"loess & till, unspecified",NA,"till plain","no","no",50,"12-IND Indianapolis, Indiana","R111CY006IN"
"Avonburg","F114AY501IN",129176,"114A",NA,1308122,"OH071","Highland County, Ohio",1420349,1420349,"1jnzq","Atlas silt loam, 2 to 6 percent slopes, moderately eroded",19.0630904087404,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"loess & till, unspecified",NA,"till plain",NA,"no",250,"12-IND Indianapolis, Indiana","R111CY006IN"
"Avonburg","F114AY501IN",126034,"114A",NA,245605,"OH025","Clermont County, Ohio",168818,168818,"5nnr","Rossmoyne-Urban land complex, gently sloping",20.4770860158893,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"loess & till, unspecified",NA,"till plain",NA,"no",250,"12-IND Indianapolis, Indiana","R111CY006IN"
"Avonburg","F114AY501IN",127369,"114A",NA,1362835,"OH025","Clermont County, Ohio",2440346,2440346,"2mxcv","Rossmoyne-Bonnell complex, 6 to 12 percent slopes, severely eroded",19.3470059241405,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"loess & till, unspecified",NA,"till plain",NA,"no",250,"12-IND Indianapolis, Indiana","R111CY006IN"
"Avonburg","F114AY501IN",129181,"114A",NA,250567,"OH071","Highland County, Ohio",1420354,1420354,"1jnzw","Avonburg-Urban land complex, nearly level",19.120555780073,TRUE,55,"alfisols","aeric fragiaqualfs","Fine-silty, mixed, mesic Aeric Fragiaqualfs","somewhat poorly",1,250,250,0,12.4239999008179,70.6960015869141,16.88,1.01,8.52000027894974,5.33200004577637,0,13.8959999783834,62.6706670125326,23.4333333333333,0.503333333333333,18.9700005501509,"none",0,0,"loess & till, unspecified",NA,"till plain","no","no",50,"12-IND Indianapolis, Indiana","R111CY006IN"
"Avonburg","F114AY501IN",129189,"114A",NA,1308155,"OH071","Highland County, Ohio",1420362,1420362,"1jp04","Blanchester silt loam",19.0374605096698,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"loess & till, unspecified",NA,"till plain","no","no",250,"12-IND Indianapolis, Indiana","R111CY006IN"
"Avonburg","F114AY501IN",129177,"114A",NA,1308125,"OH071","Highland County, Ohio",1420350,1420350,"1jnzr","Atlas silt loam, 6 to 12 percent slopes, moderately eroded",19.0720846826051,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"loess & till, unspecified",NA,"till plain",NA,"no",250,"12-IND Indianapolis, Indiana","R111CY006IN"
"Avonburg","F114AY501IN",129177,"114A",NA,1308125,"OH015","Brown County, Ohio",1585743,1585743,"1q730","Atlas silt loam, 6 to 12 percent slopes, moderately eroded",19.0720846826051,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"loess & till, unspecified",NA,"till plain",NA,"no",250,"12-IND Indianapolis, Indiana","R111CY006IN"
"Avonburg","F114AY501IN",127369,"114A",NA,1362835,"OH015","Brown County, Ohio",169734,169734,"5pm9","Rossmoyne-Bonnell complex, 6 to 12 percent slopes, severely eroded",19.3470059241405,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"loess & till, unspecified",NA,"till plain",NA,"no",250,"12-IND Indianapolis, Indiana","R111CY006IN"
"Avonburg","F114AY501IN",129176,"114A",NA,1308122,"OH015","Brown County, Ohio",1585742,1585742,"1q72z","Atlas silt loam, 2 to 6 percent slopes, moderately eroded",19.0630904087404,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"loess & till, unspecified",NA,"till plain",NA,"no",250,"12-IND Indianapolis, Indiana","R111CY006IN"
"Avonburg","F114AY501IN",129175,"114A",NA,1308119,"OH071","Highland County, Ohio",1420348,1420348,"1jnzp","Atlas silt loam, 2 to 6 percent slopes",19.040417479362,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"loess & till, unspecified",NA,"till plain",NA,"no",250,"12-IND Indianapolis, Indiana","R111CY006IN"
"Ayrshire","F114AY802IN",124760,"114A",NA,290061,"IN119","Owen County, Indiana",165864,165864,"5klg","Alvin-Princeton sandy loams, 12 to 18 percent slopes",19.3194410170632,FALSE,1,NA,NA,NA,NA,1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"interdune","no","no",250,"12-IND Indianapolis, Indiana",NA
"Ayrshire","F114AY802IN",124755,"114A",NA,244302,"IN119","Owen County, Indiana",165859,165859,"5kl9","Alvin-Bloomfield loamy sands, 6 to 12 percent slopes",19.3292231990402,FALSE,2,NA,NA,NA,NA,1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"interdune","no","no",250,"12-IND Indianapolis, Indiana",NA
"Ayrshire","F114AY802IN",120428,"114A",NA,239501,"IN055","Greene County, Indiana",161519,161519,"5f29","Ayrshire sandy loam",19.9638984093761,TRUE,97,"alfisols","aeric endoaqualfs","Fine-loamy, mixed, active, mesic Aeric Endoaqualfs","somewhat poorly",1,250,250,2,65.46,24.02,10.52,0.798000001907349,7.43000012636185,6.54999995231628,2.26,65.2933333333333,17.2266666666667,17.48,0.424000001152356,22.779999807477,"none",0,0,"outwash & eolian sands",NA,"stream terrace","no","no",50,"12-IND Indianapolis, Indiana","F111CY009IN"
"Ayrshire","F114AY802IN",124758,"114A",NA,290024,"IN119","Owen County, Indiana",165862,165862,"5kld","Alvin-Princeton fine sandy loams, 2 to 6 percent slopes",19.3398178904295,FALSE,2,NA,NA,NA,NA,1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"interdune","no","no",250,"12-IND Indianapolis, Indiana",NA
"Ayrshire","F114AY802IN",124764,"114A",NA,244328,"IN119","Owen County, Indiana",165874,165874,"5kls","Ayrshire fine sandy loam, 0 to 2 percent slopes",19.4949187959076,TRUE,90,"alfisols","aeric endoaqualfs","Fine-loamy, mixed, active, mesic Aeric Endoaqualfs","somewhat poorly",1,250,250,1,54.72,32.24,13.04,0.63,8.27999997138977,6.30400005340576,1,57.78,25,17.22,0.376666666666667,23.1400002837181,"none",0,0,"eolian sands",NA,"interdune","no","no",50,"12-IND Indianapolis, Indiana","Not"
"Ayrshire","F114AY802IN",124759,"114A",NA,290035,"IN119","Owen County, Indiana",165863,165863,"5klf","Alvin-Princeton fine sandy loams, 6 to 12 percent slopes",19.3441295175486,FALSE,2,NA,NA,NA,NA,1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"interdune","no","no",250,"12-IND Indianapolis, Indiana",NA
"Ayrshire","F114AY802IN",120710,"114A",NA,1359257,"IN125","Pike County, Indiana",161888,161888,"5fg6","Ayrshire fine sandy loam, loamy substratum",20.718872325003,TRUE,97,"alfisols","aeric endoaqualfs","Fine-loamy, mixed, active, mesic Aeric Endoaqualfs","somewhat poorly",0.5,109,250,0,58.64,29.1,12.26,0.633000001907349,8.42000004649162,5.86000004768372,0,55.5466666666667,29.5266666666667,14.9266666666667,0.36400000145038,24.6000003963709,"none",0,0,"eolian deposits & eolian sands & till, unspecified",NA,"interdune","no","no",50,"11-MAN Marion, Illinois","R111CY006IN"
"Ayrshire","F114AY802IN",124757,"114A",NA,244314,"IN119","Owen County, Indiana",165861,165861,"5klc","Alvin-Bloomfield-Princeton complex, 18 to 25 percent slopes",19.3541106117168,FALSE,1,NA,NA,NA,NA,1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"interdune","no","no",250,"12-IND Indianapolis, Indiana",NA
"Ayrshire","F114AY802IN",124756,"114A",NA,244309,"IN119","Owen County, Indiana",165860,165860,"5klb","Alvin-Bloomfield loamy sands, 12 to 18 percent slopes",19.3472919935228,FALSE,2,NA,NA,NA,NA,1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"interdune","no","no",250,"12-IND Indianapolis, Indiana",NA
"Ayrshire","F114AY802IN",118534,"114A",NA,1209707,"IN021","Clay County, Indiana",159590,159590,"5c22","Ayrshire fine sandy loam",19.9181046359484,TRUE,90,"alfisols","aeric endoaqualfs","Fine-loamy, mixed, active, mesic Aeric Endoaqualfs","somewhat poorly",1,250,250,1,54.72,32.24,13.04,0.63,8.27999997138977,6.30400005340576,1,57.78,25,17.22,0.376666666666667,23.1400002837181,"none",0,0,"eolian sands",NA,"interdune","no","no",50,"12-IND Indianapolis, Indiana","Not"
"Bartle","F114AY102IN",118746,"114A",NA,237111,"IN167","Vigo County, Indiana",159650,159650,"5c40","Bartle silt loam",20.0022859250335,TRUE,90,"alfisols","aeric fragiaqualfs","Fine-silty, mixed, active, mesic Aeric Fragiaqualfs","somewhat poorly",1,250,250,0,12,71.8,16.2,1.15,10.5799999237061,6.0039998626709,0,10.88,66.6,22.52,0.55,19.499999910593,"none",0,0,"loess & alluvium",NA,"stream terrace","no","no",50,"12-IND Indianapolis, Indiana","F111DY003IN"
"Bartle","F114AY102IN",118687,"114A",NA,237034,"IN133","Putnam County, Indiana",159820,159820,"5c9h","Bartle silt loam",19.4756351148493,TRUE,90,"alfisols","aeric fragiaqualfs","Fine-silty, mixed, active, mesic Aeric Fragiaqualfs","somewhat poorly",1,250,250,0,12,68.5,19.5,1.125,10.5000000447035,5.84999990463257,0,10.9466666666667,65.08,23.9733333333333,0.611666666666667,20.2300001308322,"none",0,0,"loess & alluvium",NA,"stream terrace","no","no",50,"12-IND Indianapolis, Indiana","F111DY003IN"
"Bartle","F114AY102IN",124829,"114A",NA,2375213,"IN119","Owen County, Indiana",166225,166225,"5kz3","Pekin silt loam, 0 to 2 percent slopes, rarely flooded",19.3655938204738,FALSE,2,"alfisols","aeric fragic epiaqualfs","Fine-silty, mixed, active, mesic Aeric Fragic Epiaqualfs","somewhat poorly",1,250,250,0,11.72,72.58,15.7,0.825,10.4899998754263,5.37000001907349,0,12.4133333333333,65.34,22.2466666666667,0.441666666666667,20.3500000834465,"none",0,0,"loess & loess & alluvium & alluvium",NA,"stream terrace","no","no",50,"6-OWN Owensboro, Kentucky","F111DY003IN"
"Bartle","F114AY102IN",121871,"114A",NA,1373295,"IN027","Daviess County, Indiana",162928,162928,"5gjr","Bartle silt loam",20.4499083732484,TRUE,97,"alfisols","aeric fragiaqualfs","Fine-silty, mixed, active, mesic Aeric Fragiaqualfs","somewhat poorly",0.899999976158142,250,250,0,11.36,72.46,16.18,0.965,10.8299997895956,5.36600006103516,0,10.4533333333333,66.2333333333333,23.3133333333333,0.488333333333333,23.000000141561,"none",0,0,"loess & loess & lacustrine deposits & alluvium",NA,"lake plain","no","no",50,"11-MAN Marion, Illinois","Lacustrine Forest"
"Beasley",NA,129278,"114A",NA,1308570,"OH071","Highland County, Ohio",1420451,1420451,"1jp30","Lawshe silty clay loam, 2 to 6 percent slopes",19.0926810047572,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"residuum","limestone and shale","hill",NA,"no",250,"6-OWN Owensboro, Kentucky",NA
"bedrock at 10 to 20 inches",NA,360286,"114A",NA,1360328,"OH131","Pike County, Ohio",537664,537664,"l1h0","Miami Variant silt loam, 15 to 30 percent slopes",19.0672824520953,FALSE,2,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"State Office OH - Region 6",NA
"bedrock at 20 to 40 inches",NA,360322,"114A",NA,776205,"OH131","Pike County, Ohio",537736,537736,"l1kb","Taggart silt loam, rarely flooded",19.308617898771,FALSE,8,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"State Office OH - Region 6",NA
"bedrock at 20 to 40 inches, on steeper slopes",NA,127362,"114A",NA,1362824,"OH015","Brown County, Ohio",169727,169727,"5pm2","Lowell silt loam, 3 to 8 percent slopes, eroded",19.5026302508709,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"6-OWN Owensboro, Kentucky",NA
"bedrock at less than 40 inches",NA,127344,"114A",NA,1362798,"OH015","Brown County, Ohio",169709,169709,"5plh","Bonnell silt loam, 15 to 25 percent slopes, eroded",19.3452984868348,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana",NA
"bedrock at less than 40 inches",NA,127344,"114A",NA,1362798,"OH071","Highland County, Ohio",1420547,1420547,"1jp63","Bonnell silt loam, 15 to 25 percent slopes, eroded",19.3452984868348,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana",NA
"bedrock at less than 40 inches",NA,127344,"114A",NA,1362798,"OH025","Clermont County, Ohio",2440334,2440334,"2mxcg","Bonnell silt loam, 15 to 25 percent slopes, eroded",19.3452984868348,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana",NA
"bedrock at less than 40 inches",NA,127345,"114A",NA,1362800,"OH025","Clermont County, Ohio",2440335,2440335,"2mxch","Bonnell silt loam, 25 to 40 percent slopes",19.5545109384907,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana",NA
"bedrock at less than 40 inches",NA,127345,"114A",NA,1362800,"OH071","Highland County, Ohio",1420548,1420548,"1jp64","Bonnell silt loam, 25 to 40 percent slopes",19.5545109384907,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana",NA
"bedrock at less than 40 inches",NA,127345,"114A",NA,1362800,"OH015","Brown County, Ohio",169710,169710,"5plj","Bonnell silt loam, 25 to 40 percent slopes",19.5545109384907,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana",NA
"bedrock at less than 40 inches",NA,127346,"114A",NA,1362802,"OH025","Clermont County, Ohio",2440336,2440336,"2mxcj","Bonnell silt loam, 40 to 60 percent slopes",19.5123412470764,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana",NA
"bedrock at less than 40 inches",NA,127346,"114A",NA,1362802,"OH015","Brown County, Ohio",169711,169711,"5plk","Bonnell silt loam, 40 to 60 percent slopes",19.5123412470764,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana",NA
"bedrock at less than 40 inches",NA,127347,"114A",NA,1362804,"OH025","Clermont County, Ohio",2440337,2440337,"2mxck","Bonnell silty clay loam, 15 to 25 percent slopes, severely eroded",19.3406175855784,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana",NA
"bedrock at less than 40 inches",NA,127347,"114A",NA,1362804,"OH071","Highland County, Ohio",1420549,1420549,"1jp65","Bonnell silty clay loam, 15 to 25 percent slopes, severely eroded",19.3406175855784,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana",NA
"bedrock at less than 40 inches",NA,127347,"114A",NA,1362804,"OH015","Brown County, Ohio",169712,169712,"5pll","Bonnell silty clay loam, 15 to 25 percent slopes, severely eroded",19.3406175855784,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana",NA
"bedrock escarpments",NA,129247,"114A",NA,1308406,"OH071","Highland County, Ohio",1420420,1420420,"1jp20","Gasconade flaggy silty clay loam, 18 to 35 percent slopes, moderately eroded",19.2160815510372,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"6-OWN Owensboro, Kentucky",NA
"bedrock escarpments",NA,129248,"114A",NA,1308411,"OH071","Highland County, Ohio",1420421,1420421,"1jp21","Gasconade flaggy silty clay loam, 35 to 50 percent slopes",19.1652730806825,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"6-OWN Owensboro, Kentucky",NA
