"dmuiid","MLRA","LRU","compname","coiid","areasymbol","areaname","lmapunitiid","muiid","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","grpname","Site111"
124241,"111C",NA,"Bainter",243735,"IN141","St. Joseph County, Indiana",614151,614151,"nm2b","Bainter sandy loam, 0 to 1 percent slopes",18.1436485955508,TRUE,85,"alfisols","mollic hapludalfs","Coarse-loamy, mixed, semiactive, mesic Mollic Hapludalfs","well",1,137,250,8.06,68.36,22.66,8.98,0.96,6.79000004380941,6.33799989700317,12.02,73.0333333333333,13.1866666666667,13.78,0.673333333333333,18.2899998482317,"none",0,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY010IN"
124241,"111C",NA,"Bainter",243735,"IN039","Elkhart County, Indiana",165315,165315,"5k0r","Bainter sandy loam, 0 to 1 percent slopes",18.1436485955508,TRUE,85,"alfisols","mollic hapludalfs","Coarse-loamy, mixed, semiactive, mesic Mollic Hapludalfs","well",1,137,250,8.06,68.36,22.66,8.98,0.96,6.79000004380941,6.33799989700317,12.02,73.0333333333333,13.1866666666667,13.78,0.673333333333333,18.2899998482317,"none",0,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY010IN"
124241,"111C",NA,"Brady",887442,"IN039","Elkhart County, Indiana",165315,165315,"5k0r","Bainter sandy loam, 0 to 1 percent slopes",18.1436485955508,FALSE,5,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,142,250,10.46,66.38,21.38,12.24,0.92,7.27000017464161,5.98400001525879,11.1133333333333,71.7533333333333,17.42,10.8266666666667,0.306666666666667,19.3900004029274,"none",23,0,"outwash & outwash",NA,"outwash terrace & outwash plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY009IN"
124242,"111C",NA,"Bainter",243736,"IN039","Elkhart County, Indiana",165316,165316,"5k0s","Bainter sandy loam, 1 to 4 percent slopes",18.1127494083439,TRUE,85,"alfisols","mollic hapludalfs","Coarse-loamy, mixed, semiactive, mesic Mollic Hapludalfs","well",3,137,250,8.06,68.36,22.66,8.98,0.96,6.79000004380941,6.33799989700317,12.02,73.0333333333333,13.1866666666667,13.78,0.673333333333333,18.2899998482317,"none",0,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY010IN"
124242,"111C",NA,"Bristol",887447,"IN039","Elkhart County, Indiana",165316,165316,"5k0s","Bainter sandy loam, 1 to 4 percent slopes",18.1127494083439,FALSE,5,"alfisols","psammentic hapludalfs","Mixed, mesic Psammentic Hapludalfs","excessively",4,140,250,12,76.5,19,4.5,0.625,5.25000002235174,6.19999980926514,8.17333333333333,84.4066666666667,9.5,6.09333333333333,0.375,11.9400000460446,"none",0,0,"outwash & outwash",NA,"outwash terrace & kame & outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
124242,"111C",NA,"Bronson",887446,"IN039","Elkhart County, Indiana",165316,165316,"5k0s","Bainter sandy loam, 1 to 4 percent slopes",18.1127494083439,FALSE,5,"alfisols","aquic hapludalfs","Coarse-loamy, mixed, active, mesic Aquic Hapludalfs","moderately well",1,142,250,0,67.22,25.16,7.62,0.94,6.72999988496304,6.19999980926514,6.6,73.0666666666667,17.2733333333333,9.66,0.48,17.5299999192357,"none",0,0,"outwash & outwash",NA,"moraine & outwash plain","no","no",100,"12-GRR Grand Rapids, Michigan","R111CY010IN"
124242,"111C",NA,"Bristol",887447,"IN141","St. Joseph County, Indiana",612213,612213,"nk1t","Bainter sandy loam, 1 to 4 percent slopes",18.1127494083439,FALSE,5,"alfisols","psammentic hapludalfs","Mixed, mesic Psammentic Hapludalfs","excessively",4,140,250,12,76.5,19,4.5,0.625,5.25000002235174,6.19999980926514,8.17333333333333,84.4066666666667,9.5,6.09333333333333,0.375,11.9400000460446,"none",0,0,"outwash & outwash",NA,"outwash terrace & kame & outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
124242,"111C",NA,"Bronson",887446,"IN141","St. Joseph County, Indiana",612213,612213,"nk1t","Bainter sandy loam, 1 to 4 percent slopes",18.1127494083439,FALSE,5,"alfisols","aquic hapludalfs","Coarse-loamy, mixed, active, mesic Aquic Hapludalfs","moderately well",1,142,250,0,67.22,25.16,7.62,0.94,6.72999988496304,6.19999980926514,6.6,73.0666666666667,17.2733333333333,9.66,0.48,17.5299999192357,"none",0,0,"outwash & outwash",NA,"moraine & outwash plain","no","no",100,"12-GRR Grand Rapids, Michigan","R111CY010IN"
124242,"111C",NA,"Brady",887444,"IN039","Elkhart County, Indiana",165316,165316,"5k0s","Bainter sandy loam, 1 to 4 percent slopes",18.1127494083439,FALSE,5,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,142,250,10.46,66.38,21.38,12.24,0.92,7.27000017464161,5.98400001525879,11.1133333333333,71.7533333333333,17.42,10.8266666666667,0.306666666666667,19.3900004029274,"none",23,0,"outwash & outwash",NA,"outwash terrace & outwash plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY009IN"
124242,"111C",NA,"Bainter",243736,"IN141","St. Joseph County, Indiana",612213,612213,"nk1t","Bainter sandy loam, 1 to 4 percent slopes",18.1127494083439,TRUE,85,"alfisols","mollic hapludalfs","Coarse-loamy, mixed, semiactive, mesic Mollic Hapludalfs","well",3,137,250,8.06,68.36,22.66,8.98,0.96,6.79000004380941,6.33799989700317,12.02,73.0333333333333,13.1866666666667,13.78,0.673333333333333,18.2899998482317,"none",0,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY010IN"
124242,"111C",NA,"Brady",887444,"IN141","St. Joseph County, Indiana",612213,612213,"nk1t","Bainter sandy loam, 1 to 4 percent slopes",18.1127494083439,FALSE,5,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,142,250,10.46,66.38,21.38,12.24,0.92,7.27000017464161,5.98400001525879,11.1133333333333,71.7533333333333,17.42,10.8266666666667,0.306666666666667,19.3900004029274,"none",23,0,"outwash & outwash",NA,"outwash terrace & outwash plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY009IN"
124243,"111C",NA,"Del Rey",887186,"IN039","Elkhart County, Indiana",165317,165317,"5k0t","Baugo silt loam, 0 to 1 percent slopes",18.1757693635605,FALSE,5,"alfisols","aeric epiaqualfs","Fine, illitic, mesic Aeric Epiaqualfs","somewhat poorly",1,23,250,4,8.62,55.06,36.32,1.65,9.60999999940395,6.17600005149841,4,11.74,53.8866666666667,34.3733333333333,0.773333333333333,21.6499999761581,"none",23,0,"lacustrine deposits",NA,"lake plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY009IN"
124243,"111C",NA,"Brady",887185,"IN039","Elkhart County, Indiana",165317,165317,"5k0t","Baugo silt loam, 0 to 1 percent slopes",18.1757693635605,FALSE,5,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,142,250,10.46,66.38,21.38,12.24,0.92,7.27000017464161,5.98400001525879,11.1133333333333,71.7533333333333,17.42,10.8266666666667,0.306666666666667,19.3900004029274,"none",23,0,"outwash & outwash",NA,"outwash terrace & outwash plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY009IN"
124243,"111C",NA,"Rensselaer",887184,"IN039","Elkhart County, Indiana",165317,165317,"5k0t","Baugo silt loam, 0 to 1 percent slopes",18.1757693635605,FALSE,5,"mollisols","typic argiaquolls","Fine-loamy, mixed, superactive, mesic Typic Argiaquolls","poorly",1,97,250,7.44,34,43.56,22.44,4.28,10.1399998366833,6.69999980926514,8.47333333333333,41.8533333333333,37.8066666666667,20.34,2.31833333333333,26.3200002163649,"none",38,0,"outwash",NA,"depression & outwash plain & till plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY008IN"
124243,"111C",NA,"Baugo",243737,"IN141","St. Joseph County, Indiana",200308,200308,"6qfk","Baugo silt loam, 0 to 1 percent slopes",18.1757693635605,TRUE,85,"alfisols","aeric epiaqualfs","Fine-loamy, mixed, active, mesic Aeric Epiaqualfs","somewhat poorly",1,91,250,3.32,24.84,53.12,22.04,1.62,9.23999997973442,6.5,7.42666666666667,47.44,35.22,17.34,0.695666667173306,16.4999998752028,"none",28,0,"outwash & outwash & till, unspecified",NA,"lake plain & till plain","no","no",50,"12-GRR Grand Rapids, Michigan","R111CY006IN"
124243,"111C",NA,"Baugo",243737,"IN039","Elkhart County, Indiana",165317,165317,"5k0t","Baugo silt loam, 0 to 1 percent slopes",18.1757693635605,TRUE,85,"alfisols","aeric epiaqualfs","Fine-loamy, mixed, active, mesic Aeric Epiaqualfs","somewhat poorly",1,91,250,3.32,24.84,53.12,22.04,1.62,9.23999997973442,6.5,7.42666666666667,47.44,35.22,17.34,0.695666667173306,16.4999998752028,"none",28,0,"outwash & outwash & till, unspecified",NA,"lake plain & till plain","no","no",50,"12-GRR Grand Rapids, Michigan","R111CY006IN"
124243,"111C",NA,"Rensselaer",887184,"IN141","St. Joseph County, Indiana",200308,200308,"6qfk","Baugo silt loam, 0 to 1 percent slopes",18.1757693635605,FALSE,5,"mollisols","typic argiaquolls","Fine-loamy, mixed, superactive, mesic Typic Argiaquolls","poorly",1,97,250,7.44,34,43.56,22.44,4.28,10.1399998366833,6.69999980926514,8.47333333333333,41.8533333333333,37.8066666666667,20.34,2.31833333333333,26.3200002163649,"none",38,0,"outwash",NA,"depression & outwash plain & till plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY008IN"
124243,"111C",NA,"Del Rey",887186,"IN141","St. Joseph County, Indiana",200308,200308,"6qfk","Baugo silt loam, 0 to 1 percent slopes",18.1757693635605,FALSE,5,"alfisols","aeric epiaqualfs","Fine, illitic, mesic Aeric Epiaqualfs","somewhat poorly",1,23,250,4,8.62,55.06,36.32,1.65,9.60999999940395,6.17600005149841,4,11.74,53.8866666666667,34.3733333333333,0.773333333333333,21.6499999761581,"none",23,0,"lacustrine deposits",NA,"lake plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY009IN"
124243,"111C",NA,"Brady",887185,"IN141","St. Joseph County, Indiana",200308,200308,"6qfk","Baugo silt loam, 0 to 1 percent slopes",18.1757693635605,FALSE,5,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,142,250,10.46,66.38,21.38,12.24,0.92,7.27000017464161,5.98400001525879,11.1133333333333,71.7533333333333,17.42,10.8266666666667,0.306666666666667,19.3900004029274,"none",23,0,"outwash & outwash",NA,"outwash terrace & outwash plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY009IN"
124244,"111C",NA,"Pewamo",1166558,"IN039","Elkhart County, Indiana",165318,165318,"5k0v","Blount loam, 0 to 1 percent slopes",18.0237639649583,FALSE,3,"mollisols","typic argiaquolls","Fine, mixed, active, mesic Typic Argiaquolls","poorly",1,94,250,11.66,22.92,42.34,34.74,3.065,9.29999991506338,6.69999980926514,11.22,19.1333333333333,45.02,35.8466666666667,1.575,23.5399995967746,"none",33,0,"till, unspecified",NA,"depression & drainageway & moraine","yes","no",25,"12-FIN Findlay, Ohio","R111CY005IN"
124244,"111C",NA,"Cosperville",1166553,"IN039","Elkhart County, Indiana",165318,165318,"5k0v","Blount loam, 0 to 1 percent slopes",18.0237639649583,FALSE,1,"alfisols","typic hapludalfs","Fine, mixed, active, mesic Typic Hapludalfs","well",4,122,250,9,34.06,40.14,25.8,1.325,7.8399999961257,6.5,9.18666666666667,30.9066666666667,40.1266666666667,28.9666666666667,0.848333333333333,19.8399997279048,"none",23,0,"till, unspecified & outwash",NA,"till plain","no","no",250,"12-FIN Findlay, Ohio","R111CY006IN"
124244,"111C",NA,"Blount",243739,"IN039","Elkhart County, Indiana",165318,165318,"5k0v","Blount loam, 0 to 1 percent slopes",18.0237639649583,TRUE,90,"alfisols","aeric epiaqualfs","Fine, illitic, mesic Aeric Epiaqualfs","somewhat poorly",1,58,250,7.28,32.88,34.68,32.44,1.04,9.07999986410141,5.75199993133545,8.33333333333333,30.96,35.7733333333333,33.2666666666667,0.526666666666667,22.0699998140335,"none",18,0,"till, unspecified","limestone and shale","till plain","no","no",50,"12-FIN Findlay, Ohio","R111CY006IN"
124244,"111C",NA,"Glynwood",1166556,"IN039","Elkhart County, Indiana",165318,165318,"5k0v","Blount loam, 0 to 1 percent slopes",18.0237639649583,FALSE,5,"alfisols","aquic hapludalfs","Fine, illitic, mesic Aquic Hapludalfs","moderately well",1,58,250,7.16,35.92,34.74,29.34,1.325,9.1100001335144,6.19999980926514,9,32.24,35.66,32.1,0.727000003655752,17.6700000166893,"none",23,0,"till, unspecified","limestone and shale","till plain","no","no",100,"12-FIN Findlay, Ohio","R111CY006IN"
124244,"111C",NA,"Kimmell",1166554,"IN039","Elkhart County, Indiana",165318,165318,"5k0v","Blount loam, 0 to 1 percent slopes",18.0237639649583,FALSE,1,"alfisols","aeric epiaqualfs","Fine, illitic, mesic Aeric Epiaqualfs","somewhat poorly",1,94,250,5.6,34.8,40.4,24.8,1.05,7.19999983906746,6.5,5.66,30.5333333333333,40.6666666666667,28.8,0.568333333333333,13.5999996960163,"none",0,0,"till, unspecified & outwash",NA,"till plain","no","no",50,"12-FIN Findlay, Ohio","R111CY006IN"
124245,"111C",NA,"Cosperville",1166581,"IN039","Elkhart County, Indiana",165319,165319,"5k0w","Blount loam, 1 to 4 percent slopes",18.0266708364204,FALSE,1,"alfisols","typic hapludalfs","Fine, mixed, active, mesic Typic Hapludalfs","well",4,122,250,9,34.06,40.14,25.8,1.325,7.8399999961257,6.5,9.18666666666667,30.9066666666667,40.1266666666667,28.9666666666667,0.848333333333333,19.8399997279048,"none",23,0,"till, unspecified & outwash",NA,"till plain","no","no",250,"12-FIN Findlay, Ohio","R111CY006IN"
124245,"111C",NA,"Kimmell",1166580,"IN039","Elkhart County, Indiana",165319,165319,"5k0w","Blount loam, 1 to 4 percent slopes",18.0266708364204,FALSE,1,"alfisols","aeric epiaqualfs","Fine, illitic, mesic Aeric Epiaqualfs","somewhat poorly",1,94,250,5.6,34.8,40.4,24.8,1.05,7.19999983906746,6.5,5.66,30.5333333333333,40.6666666666667,28.8,0.568333333333333,13.5999996960163,"none",0,0,"till, unspecified & outwash",NA,"till plain","no","no",50,"12-FIN Findlay, Ohio","R111CY006IN"
124245,"111C",NA,"Glynwood",1166578,"IN039","Elkhart County, Indiana",165319,165319,"5k0w","Blount loam, 1 to 4 percent slopes",18.0266708364204,FALSE,5,"alfisols","aquic hapludalfs","Fine, illitic, mesic Aquic Hapludalfs","moderately well",1,58,250,7.16,35.92,34.74,29.34,1.325,9.1100001335144,6.19999980926514,9,32.24,35.66,32.1,0.727000003655752,17.6700000166893,"none",23,0,"till, unspecified","limestone and shale","till plain","no","no",100,"12-FIN Findlay, Ohio","R111CY006IN"
124245,"111C",NA,"Pewamo",1166579,"IN039","Elkhart County, Indiana",165319,165319,"5k0w","Blount loam, 1 to 4 percent slopes",18.0266708364204,FALSE,3,"mollisols","typic argiaquolls","Fine, mixed, active, mesic Typic Argiaquolls","poorly",1,94,250,11.66,22.92,42.34,34.74,3.065,9.29999991506338,6.69999980926514,11.22,19.1333333333333,45.02,35.8466666666667,1.575,23.5399995967746,"none",33,0,"till, unspecified",NA,"depression & drainageway & moraine","yes","no",25,"12-FIN Findlay, Ohio","R111CY005IN"
124245,"111C",NA,"Blount",243741,"IN039","Elkhart County, Indiana",165319,165319,"5k0w","Blount loam, 1 to 4 percent slopes",18.0266708364204,TRUE,90,"alfisols","aeric epiaqualfs","Fine, illitic, mesic Aeric Epiaqualfs","somewhat poorly",3,58,250,7.28,32.88,34.68,32.44,1.04,9.07999986410141,5.75199993133545,8.33333333333333,30.96,35.7733333333333,33.2666666666667,0.526666666666667,22.0699998140335,"none",18,0,"till, unspecified","limestone and shale","till plain","no","no",50,"12-FIN Findlay, Ohio","R111CY006IN"
124246,"111C",NA,"Brady",243743,"IN085","Kosciusko County, Indiana",160855,160855,"5dcw","Brady sandy loam",18.2212911546679,TRUE,90,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,142,250,10.46,66.38,21.38,12.24,0.92,7.27000017464161,5.98400001525879,11.1133333333333,71.7533333333333,17.42,10.8266666666667,0.306666666666667,19.3900004029274,"none",23,0,"outwash & outwash",NA,"stream terrace & outwash plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY009IN"
124246,"111C",NA,"Brady",243743,"IN099","Marshall County, Indiana",1702515,1702515,"1v4lv","Brady sandy loam, 0 to 1 percent slopes",18.2212911546679,TRUE,90,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,142,250,10.46,66.38,21.38,12.24,0.92,7.27000017464161,5.98400001525879,11.1133333333333,71.7533333333333,17.42,10.8266666666667,0.306666666666667,19.3900004029274,"none",23,0,"outwash & outwash",NA,"stream terrace & outwash plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY009IN"
124246,"111C",NA,"Brems",887187,"IN085","Kosciusko County, Indiana",160855,160855,"5dcw","Brady sandy loam",18.2212911546679,FALSE,3,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","moderately well",1,250,250,5,81.92,13,5.08,0.96,5.49999997019768,6.19999980926514,5,85.0866666666667,10.3,4.61333333333333,0.518333333333333,13.2599999830127,"none",0,0,"outwash",NA,"outwash plain","no","no",100,"12-GRR Grand Rapids, Michigan","R111CY001IN"
124246,"111C",NA,"Brems",887187,"IN049","Fulton County, Indiana",162560,162560,"5g4w","Brady sandy loam",18.2212911546679,FALSE,3,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","moderately well",1,250,250,5,81.92,13,5.08,0.96,5.49999997019768,6.19999980926514,5,85.0866666666667,10.3,4.61333333333333,0.518333333333333,13.2599999830127,"none",0,0,"outwash",NA,"outwash plain","no","no",100,"12-GRR Grand Rapids, Michigan","R111CY001IN"
124246,"111C",NA,"Morocco",887191,"IN099","Marshall County, Indiana",1702515,1702515,"1v4lv","Brady sandy loam, 0 to 1 percent slopes",18.2212911546679,FALSE,3,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","somewhat poorly",1,250,250,1,88.48,7.6,3.92,0.825,4.68999993801117,5.57600014686584,1,92.16,4.53333333333333,3.30666666666667,0.441666666666667,12.6899997591972,"none",0,0,"outwash",NA,"outwash plain & till plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY003IN"
124246,"111C",NA,"Brady",243743,"IN039","Elkhart County, Indiana",165321,165321,"5k0y","Brady sandy loam, 0 to 1 percent slopes",18.2212911546679,TRUE,90,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,142,250,10.46,66.38,21.38,12.24,0.92,7.27000017464161,5.98400001525879,11.1133333333333,71.7533333333333,17.42,10.8266666666667,0.306666666666667,19.3900004029274,"none",23,0,"outwash & outwash",NA,"stream terrace & outwash plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY009IN"
124246,"111C",NA,"Brady",243743,"IN049","Fulton County, Indiana",162560,162560,"5g4w","Brady sandy loam",18.2212911546679,TRUE,90,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,142,250,10.46,66.38,21.38,12.24,0.92,7.27000017464161,5.98400001525879,11.1133333333333,71.7533333333333,17.42,10.8266666666667,0.306666666666667,19.3900004029274,"none",23,0,"outwash & outwash",NA,"stream terrace & outwash plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY009IN"
124246,"111C",NA,"Morocco",887191,"IN049","Fulton County, Indiana",162560,162560,"5g4w","Brady sandy loam",18.2212911546679,FALSE,3,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","somewhat poorly",1,250,250,1,88.48,7.6,3.92,0.825,4.68999993801117,5.57600014686584,1,92.16,4.53333333333333,3.30666666666667,0.441666666666667,12.6899997591972,"none",0,0,"outwash",NA,"outwash plain & till plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY003IN"
124246,"111C",NA,"Morocco",887191,"IN141","St. Joseph County, Indiana",614144,614144,"nm23","Brady sandy loam, 0 to 1 percent slopes",18.2212911546679,FALSE,3,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","somewhat poorly",1,250,250,1,88.48,7.6,3.92,0.825,4.68999993801117,5.57600014686584,1,92.16,4.53333333333333,3.30666666666667,0.441666666666667,12.6899997591972,"none",0,0,"outwash",NA,"outwash plain & till plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY003IN"
124246,"111C",NA,"Gilford",887195,"IN141","St. Joseph County, Indiana",614144,614144,"nm23","Brady sandy loam, 0 to 1 percent slopes",18.2212911546679,FALSE,4,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,97,250,4.84,66.4,23.92,9.68,3.02,7.00000002980232,6.5,6.28,77.1133333333333,14.2533333333333,8.63333333333333,1.225,15.2700000591576,"none",36,0,"outwash & outwash",NA,"depression & drainageway & flat & outwash plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY008IN"
124246,"111C",NA,"Morocco",887191,"IN113","Noble County, Indiana",272520,272520,"94kz","Brady sandy loam",18.2212911546679,FALSE,3,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","somewhat poorly",1,250,250,1,88.48,7.6,3.92,0.825,4.68999993801117,5.57600014686584,1,92.16,4.53333333333333,3.30666666666667,0.441666666666667,12.6899997591972,"none",0,0,"outwash",NA,"outwash plain & till plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY003IN"
124246,"111C",NA,"Gilford",887195,"IN113","Noble County, Indiana",272520,272520,"94kz","Brady sandy loam",18.2212911546679,FALSE,4,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,97,250,4.84,66.4,23.92,9.68,3.02,7.00000002980232,6.5,6.28,77.1133333333333,14.2533333333333,8.63333333333333,1.225,15.2700000591576,"none",36,0,"outwash & outwash",NA,"depression & drainageway & flat & outwash plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY008IN"
124246,"111C",NA,"Brady",243743,"IN141","St. Joseph County, Indiana",614144,614144,"nm23","Brady sandy loam, 0 to 1 percent slopes",18.2212911546679,TRUE,90,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,142,250,10.46,66.38,21.38,12.24,0.92,7.27000017464161,5.98400001525879,11.1133333333333,71.7533333333333,17.42,10.8266666666667,0.306666666666667,19.3900004029274,"none",23,0,"outwash & outwash",NA,"stream terrace & outwash plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY009IN"
124246,"111C",NA,"Gilford",887195,"IN085","Kosciusko County, Indiana",160855,160855,"5dcw","Brady sandy loam",18.2212911546679,FALSE,4,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,97,250,4.84,66.4,23.92,9.68,3.02,7.00000002980232,6.5,6.28,77.1133333333333,14.2533333333333,8.63333333333333,1.225,15.2700000591576,"none",36,0,"outwash & outwash",NA,"depression & drainageway & flat & outwash plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY008IN"
124246,"111C",NA,"Gilford",887195,"IN049","Fulton County, Indiana",162560,162560,"5g4w","Brady sandy loam",18.2212911546679,FALSE,4,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,97,250,4.84,66.4,23.92,9.68,3.02,7.00000002980232,6.5,6.28,77.1133333333333,14.2533333333333,8.63333333333333,1.225,15.2700000591576,"none",36,0,"outwash & outwash",NA,"depression & drainageway & flat & outwash plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY008IN"
124246,"111C",NA,"Brady",243743,"IN113","Noble County, Indiana",272520,272520,"94kz","Brady sandy loam",18.2212911546679,TRUE,90,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,142,250,10.46,66.38,21.38,12.24,0.92,7.27000017464161,5.98400001525879,11.1133333333333,71.7533333333333,17.42,10.8266666666667,0.306666666666667,19.3900004029274,"none",23,0,"outwash & outwash",NA,"stream terrace & outwash plain","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY009IN"
124246,"111C",NA,"Brems",887187,"IN141","St. Joseph County, Indiana",614144,614144,"nm23","Brady sandy loam, 0 to 1 percent slopes",18.2212911546679,FALSE,3,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","moderately well",1,250,250,5,81.92,13,5.08,0.96,5.49999997019768,6.19999980926514,5,85.0866666666667,10.3,4.61333333333333,0.518333333333333,13.2599999830127,"none",0,0,"outwash",NA,"outwash plain","no","no",100,"12-GRR Grand Rapids, Michigan","R111CY001IN"
124246,"111C",NA,"Brems",887187,"IN113","Noble County, Indiana",272520,272520,"94kz","Brady sandy loam",18.2212911546679,FALSE,3,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","moderately well",1,250,250,5,81.92,13,5.08,0.96,5.49999997019768,6.19999980926514,5,85.0866666666667,10.3,4.61333333333333,0.518333333333333,13.2599999830127,"none",0,0,"outwash",NA,"outwash plain","no","no",100,"12-GRR Grand Rapids, Michigan","R111CY001IN"
124246,"111C",NA,"Gilford",887195,"IN099","Marshall County, Indiana",1702515,1702515,"1v4lv","Brady sandy loam, 0 to 1 percent slopes",18.2212911546679,FALSE,4,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,97,250,4.84,66.4,23.92,9.68,3.02,7.00000002980232,6.5,6.28,77.1133333333333,14.2533333333333,8.63333333333333,1.225,15.2700000591576,"none",36,0,"outwash & outwash",NA,"depression & drainageway & flat & outwash plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY008IN"
124246,"111C",NA,"Gilford",887195,"IN039","Elkhart County, Indiana",165321,165321,"5k0y","Brady sandy loam, 0 to 1 percent slopes",18.2212911546679,FALSE,4,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,97,250,4.84,66.4,23.92,9.68,3.02,7.00000002980232,6.5,6.28,77.1133333333333,14.2533333333333,8.63333333333333,1.225,15.2700000591576,"none",36,0,"outwash & outwash",NA,"depression & drainageway & flat & outwash plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY008IN"
124246,"111C",NA,"Brems",887187,"IN099","Marshall County, Indiana",1702515,1702515,"1v4lv","Brady sandy loam, 0 to 1 percent slopes",18.2212911546679,FALSE,3,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","moderately well",1,250,250,5,81.92,13,5.08,0.96,5.49999997019768,6.19999980926514,5,85.0866666666667,10.3,4.61333333333333,0.518333333333333,13.2599999830127,"none",0,0,"outwash",NA,"outwash plain","no","no",100,"12-GRR Grand Rapids, Michigan","R111CY001IN"
