"","dmuiid","lmapunitiid","muiid","MLRARSYM","Count","percentmlra","pmlra","mu.total","affinity","LRU","best","ofbest","compname","coiid","areasymbol","areaname","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","grpname"
"15224",124335,200329,200329,"111C",182,0.00179197935639781,0.00179197935639781,0.00322176626784456,55.621022986149,"111C",55.621022986149,100,"Gravelton",887139,"IN141","St. Joseph County, Indiana","6qg7","Waterford loam, 0 to 2 percent slopes, frequently flooded, long duration",18.1213777755509,FALSE,5,"mollisols","fluvaquentic endoaquolls","Sandy, mixed, mesic Fluvaquentic Endoaquolls","poorly",1,0,250,1.8,53.92,32.88,13.2,2.2,6.4399998318404,7.21399996757507,12.12,78.9066666666667,13.7333333333333,7.36,0.9,9.43999976478517,"flood",28,0,"alluvium & alluvium",NA,"depression & drainageway & flood plain","yes","no",25,"12-GRR Grand Rapids, Michigan"
"19445",125756,168083,168083,"111B",344,0.00107820158483096,0.00107820158483096,0.00179837387546072,59.954250867592,"111B",59.954250867592,100,"Rawson",289116,"OH161","Van Wert County, Ohio","5mx1","Haney loam, 0 to 2 percent slopes",18.673218683763,FALSE,1,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash & till, unspecified",NA,"till plain & outwash plain & lake plain",NA,"no",250,"12-FLI Flint, Michigan"
"19447",125756,168083,168083,"111B",344,0.00107820158483096,0.00107820158483096,0.00179837387546072,59.954250867592,"111B",59.954250867592,100,"Haney",245252,"OH161","Van Wert County, Ohio","5mx1","Haney loam, 0 to 2 percent slopes",18.673218683763,TRUE,99,"alfisols","aquic hapludalfs","Fine-loamy, mixed, mesic Aquic Hapludalfs","moderately well",1,91,250,0,39.7959999084473,39.1440000915527,21.06,0.75,9.61999985575676,6.36799991607666,0,46.7125986354558,33.5669289235994,19.7204724409449,0.594094489033767,25.5472440360569,"none",0,0,"outwash",NA,"outwash plain & glacial drainage channel & outwash terrace","no","no",100,"12-FLI Flint, Michigan"
"19448",125756,168083,168083,"111B",344,0.00107820158483096,0.00107820158483096,0.00179837387546072,59.954250867592,"111B",59.954250867592,100,"2 to 6 percent slopes",289117,"OH161","Van Wert County, Ohio","5mx1","Haney loam, 0 to 2 percent slopes",18.673218683763,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-FLI Flint, Michigan"
"19450",125756,168083,168083,"111B",344,0.00107820158483096,0.00107820158483096,0.00179837387546072,59.954250867592,"111B",59.954250867592,100,"silt loam surface layer",289118,"OH161","Van Wert County, Ohio","5mx1","Haney loam, 0 to 2 percent slopes",18.673218683763,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-FLI Flint, Michigan"
"19575",125795,168122,168122,"111B",10668,0.0334367863574903,0.0334367863574903,0.0622092579834963,53.7488911479394,"111B",53.7488911479394,100,"dark colored surface layer 10 to 15 inches thick",289185,"OH161","Van Wert County, Ohio","5my9","Wabasha silty clay loam",18.631316692812,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"flood plain","yes","no",25,"12-FLI Flint, Michigan"
"19577",125795,168122,168122,"111B",10668,0.0334367863574903,0.0334367863574903,0.0622092579834963,53.7488911479394,"111B",53.7488911479394,100,"Wabasha",245291,"OH161","Van Wert County, Ohio","5my9","Wabasha silty clay loam",18.631316692812,TRUE,100,"entisols","mollic fluvaquents","Fine, illitic, nonacid, mesic Mollic Fluvaquents","very poorly",1,117,250,0,16.7,39.8,43.5,2.85,8.20000007748604,7,0,14.0739999580383,40.3093331654867,45.6166666666667,1.3510000026226,22.5300003141165,"flood",20,0,"alluvium",NA,"flood plain","yes","no",0,"12-FLI Flint, Michigan"
"19579",125795,1412958,1412958,"111B",95,0.000297759158601573,0.000297759158601573,0.000297759158601573,100,"111B",100,100,"Wabasha",245291,"OH107","Mercer County, Ohio","1jf99","Wabasha silty clay loam",18.7732773630243,TRUE,100,"entisols","mollic fluvaquents","Fine, illitic, nonacid, mesic Mollic Fluvaquents","very poorly",1,117,250,0,16.7,39.8,43.5,2.85,8.20000007748604,7,0,14.0739999580383,40.3093331654867,45.6166666666667,1.3510000026226,22.5300003141165,"flood",20,0,"alluvium",NA,"flood plain","yes","no",0,"12-FLI Flint, Michigan"
"19580",125795,1412958,1412958,"111B",95,0.000297759158601573,0.000297759158601573,0.000297759158601573,100,"111B",100,100,"dark colored surface layer 10 to 15 inches thick",289185,"OH107","Mercer County, Ohio","1jf99","Wabasha silty clay loam",18.7732773630243,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"flood plain","yes","no",25,"12-FLI Flint, Michigan"
"19706",125820,168147,168147,"111B",5499,0.0172355538226321,0.0172355538226321,0.0237727059754442,72.5014385843808,"111B",72.5014385843808,100,"Sloan",1306403,"OH171","Williams County, Ohio","5mz3","Eel loam",18.0842002237657,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium","limestone and dolomite","depression & abandoned channel","yes","no",25,"12-FLI Flint, Michigan"
"19713",125820,168147,168147,"111B",5499,0.0172355538226321,0.0172355538226321,0.0237727059754442,72.5014385843808,"111B",72.5014385843808,100,"Shoals",1306404,"OH171","Williams County, Ohio","5mz3","Eel loam",18.0842002237657,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium","limestone and dolomite","flood plain",NA,"no",250,"12-FLI Flint, Michigan"
"19715",125820,168147,168147,"111B",5499,0.0172355538226321,0.0172355538226321,0.0237727059754442,72.5014385843808,"111B",72.5014385843808,100,"Eel",245316,"OH171","Williams County, Ohio","5mz3","Eel loam",18.0842002237657,TRUE,95,"entisols","aquic udifluvents","Fine-loamy, mixed, nonacid, mesic Aquic Udifluvents","moderately well",1,20,250,0,30.9199996948242,44.4800003051758,24.6,1.9,10.4000000655651,6.87999992370605,0,37.6399998982747,40.8800001017253,21.48,1.63333333333333,28.4800002872944,"flood",20,0,"alluvium","limestone and dolomite","flood plain","no","no",100,"12-FLI Flint, Michigan"
"19716",125820,168147,168147,"111B",5499,0.0172355538226321,0.0172355538226321,0.0237727059754442,72.5014385843808,"111B",72.5014385843808,100,"Genesee",1306405,"OH171","Williams County, Ohio","5mz3","Eel loam",18.0842002237657,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain",NA,"no",250,"12-FLI Flint, Michigan"
"19777",125833,168160,168160,"111B",9940,0.0311550109105224,0.0311550109105224,0.0374988815294523,83.0825071037192,"111B",83.0825071037192,100,"Rawson",1306436,"OH171","Williams County, Ohio","5mzj","Haney loam, 1 to 6 percent slopes",17.9451170700533,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash & till, unspecified",NA,"till plain & outwash plain & lake plain",NA,"no",250,"12-FLI Flint, Michigan"
"19780",125833,168160,168160,"111B",9940,0.0311550109105224,0.0311550109105224,0.0374988815294523,83.0825071037192,"111B",83.0825071037192,100,"Haney",245329,"OH171","Williams County, Ohio","5mzj","Haney loam, 1 to 6 percent slopes",17.9451170700533,TRUE,95,"alfisols","aquic hapludalfs","Fine-loamy, mixed, mesic Aquic Hapludalfs","moderately well",4,74,250,0,47.6419989776611,32.4480010223389,19.91,1.575,7.33000020682812,6.39799993515015,0,65.6753328704834,18.0480004628499,16.2766666666667,0.758333334128062,14.6900001317263,"none",33,0,"outwash",NA,"outwash plain & glacial drainage channel & outwash terrace","no","no",100,"12-FLI Flint, Michigan"
"19782",125833,168160,168160,"111B",9940,0.0311550109105224,0.0311550109105224,0.0374988815294523,83.0825071037192,"111B",83.0825071037192,100,"Boyer",1306433,"OH171","Williams County, Ohio","5mzj","Haney loam, 1 to 6 percent slopes",17.9451170700533,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"till, unspecified & outwash",NA,"outwash plain & moraine & stream terrace",NA,"no",250,"12-FLI Flint, Michigan"
"19785",125833,168160,168160,"111B",9940,0.0311550109105224,0.0311550109105224,0.0374988815294523,83.0825071037192,"111B",83.0825071037192,100,"Belmore",1306434,"OH171","Williams County, Ohio","5mzj","Haney loam, 1 to 6 percent slopes",17.9451170700533,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash",NA,"outwash terrace & outwash plain & beach ridge",NA,"no",250,"12-FLI Flint, Michigan"
"19786",125833,168160,168160,"111B",9940,0.0311550109105224,0.0311550109105224,0.0374988815294523,83.0825071037192,"111B",83.0825071037192,100,"Oshtemo",1306435,"OH171","Williams County, Ohio","5mzj","Haney loam, 1 to 6 percent slopes",17.9451170700533,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash",NA,"terrace",NA,"no",250,"12-FLI Flint, Michigan"
"19787",125833,168160,168160,"111B",9940,0.0311550109105224,0.0311550109105224,0.0374988815294523,83.0825071037192,"111B",83.0825071037192,100,"Millgrove",1306437,"OH171","Williams County, Ohio","5mzj","Haney loam, 1 to 6 percent slopes",17.9451170700533,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash",NA,"drainageway","yes","no",25,"12-FLI Flint, Michigan"
"19812",125836,168163,168163,"111B",17343,0.0543582851329166,0.0543582851329166,0.0750420569505626,72.4370937336214,"111B",72.4370937336214,100,"Haskins",245334,"OH171","Williams County, Ohio","5mzm","Haskins sandy loam, 0 to 3 percent slopes",18.0006771642677,TRUE,95,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",2,66,250,0,63.0600017547607,18.6899982452393,18.25,1.075,7.33000020682812,6.00199999809265,0,31.0040003967285,34.8859990692139,34.11,0.525,17.9700003415346,"none",0,0,"glaciolacustrine deposits & till, unspecified",NA,"lake plain & till plain","no","no",50,"12-FLI Flint, Michigan"
"19814",125836,168163,168163,"111B",17343,0.0543582851329166,0.0543582851329166,0.0750420569505626,72.4370937336214,"111B",72.4370937336214,100,"more sandy soils",1306451,"OH171","Williams County, Ohio","5mzm","Haskins sandy loam, 0 to 3 percent slopes",18.0006771642677,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-FLI Flint, Michigan"
"19817",125836,168163,168163,"111B",17343,0.0543582851329166,0.0543582851329166,0.0750420569505626,72.4370937336214,"111B",72.4370937336214,100,"Digby",1306453,"OH171","Williams County, Ohio","5mzm","Haskins sandy loam, 0 to 3 percent slopes",18.0006771642677,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash",NA,"outwash terrace & outwash plain",NA,"no",250,"12-FLI Flint, Michigan"
"19820",125836,168163,168163,"111B",17343,0.0543582851329166,0.0543582851329166,0.0750420569505626,72.4370937336214,"111B",72.4370937336214,100,"Mermill",1306452,"OH171","Williams County, Ohio","5mzm","Haskins sandy loam, 0 to 3 percent slopes",18.0006771642677,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"glaciolacustrine deposits & till, unspecified",NA,"drainageway & depression","yes","no",25,"12-FLI Flint, Michigan"
"19906",125851,168178,168178,"111B",1855,0.00581413936006228,0.00581413936006228,0.00599947781720965,96.9107568559431,"111B",96.9107568559431,100,"Pewamo",1306507,"OH171","Williams County, Ohio","5n03","Millgrove clay loam",17.9096511543571,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"till, unspecified",NA,"depression & depression & drainageway & drainageway & flat & flat & moraine & till plain","yes","no",25,"12-FLI Flint, Michigan"
"19907",125851,168178,168178,"111B",1855,0.00581413936006228,0.00581413936006228,0.00599947781720965,96.9107568559431,"111B",96.9107568559431,100,"Millgrove",245349,"OH171","Williams County, Ohio","5n03","Millgrove clay loam",17.9096511543571,TRUE,95,"mollisols","typic argiaquolls","Fine-loamy, mixed, mesic Typic Argiaquolls","very poorly",1,79,250,0,34.3039994812012,37.2960005187988,28.4,3.41,8.12000021338463,6.72,0,61.1713318634033,20.3553333361944,18.4733333333333,1.63666666666667,19.2800003364682,"none",28,0,"outwash",NA,"flat","yes","no",0,"12-FLI Flint, Michigan"
"19909",125851,168178,168178,"111B",1855,0.00581413936006228,0.00581413936006228,0.00599947781720965,96.9107568559431,"111B",96.9107568559431,100,"Hoytville",1306508,"OH171","Williams County, Ohio","5n03","Millgrove clay loam",17.9096511543571,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"till, unspecified",NA,"lake plain","yes","no",25,"12-FLI Flint, Michigan"
"19910",125851,168178,168178,"111B",1855,0.00581413936006228,0.00581413936006228,0.00599947781720965,96.9107568559431,"111B",96.9107568559431,100,"Latty",1306505,"OH171","Williams County, Ohio","5n03","Millgrove clay loam",17.9096511543571,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"glaciolacustrine deposits",NA,"lake plain","yes","no",25,"12-FLI Flint, Michigan"
"19914",125851,168178,168178,"111B",1855,0.00581413936006228,0.00581413936006228,0.00599947781720965,96.9107568559431,"111B",96.9107568559431,100,"Toledo",1306506,"OH171","Williams County, Ohio","5n03","Millgrove clay loam",17.9096511543571,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"glaciolacustrine deposits",NA,"lake plain","yes","no",25,"12-FLI Flint, Michigan"
"19916",125851,168178,168178,"111B",1855,0.00581413936006228,0.00581413936006228,0.00599947781720965,96.9107568559431,"111B",96.9107568559431,100,"Mermill",1306511,"OH171","Williams County, Ohio","5n03","Millgrove clay loam",17.9096511543571,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"glaciolacustrine deposits & till, unspecified",NA,"lake plain","yes","no",25,"12-FLI Flint, Michigan"
"19918",125851,168178,168178,"111B",1855,0.00581413936006228,0.00581413936006228,0.00599947781720965,96.9107568559431,"111B",96.9107568559431,100,"Haskins",1306510,"OH171","Williams County, Ohio","5n03","Millgrove clay loam",17.9096511543571,FALSE,2,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"glaciolacustrine deposits & till, unspecified",NA,"lake plain & till plain","no","no",250,"12-FLI Flint, Michigan"
"19919",125851,168178,168178,"111B",1855,0.00581413936006228,0.00581413936006228,0.00599947781720965,96.9107568559431,"111B",96.9107568559431,100,"Digby",1306509,"OH171","Williams County, Ohio","5n03","Millgrove clay loam",17.9096511543571,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash",NA,"outwash terrace & outwash plain","no","no",250,"12-FLI Flint, Michigan"
"19989",125858,168185,168185,"111B",2343,0.00734368114319457,0.00734368114319457,0.0140873532911137,52.1296015755277,"111B",52.1296015755277,100,"somewhat poorly drained soils",1306536,"OH171","Williams County, Ohio","5n0b","Ottokee fine sand, 0 to 6 percent slopes",18.0725506862492,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-FLI Flint, Michigan"
"19990",125858,168185,168185,"111B",2343,0.00734368114319457,0.00734368114319457,0.0140873532911137,52.1296015755277,"111B",52.1296015755277,100,"Seward",1306537,"OH171","Williams County, Ohio","5n0b","Ottokee fine sand, 0 to 6 percent slopes",18.0725506862492,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"eolian deposits & glaciolacustrine deposits & till, unspecified & till, unspecified",NA,"dune & dune & beach ridge & beach ridge & lake plain & till plain",NA,"no",250,"12-FLI Flint, Michigan"
"19992",125858,168185,168185,"111B",2343,0.00734368114319457,0.00734368114319457,0.0140873532911137,52.1296015755277,"111B",52.1296015755277,100,"Ottokee",245356,"OH171","Williams County, Ohio","5n0b","Ottokee fine sand, 0 to 6 percent slopes",18.0725506862492,TRUE,100,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","moderately well",3,127,250,0,92.4299969482422,1.29999995231628,6.27,0.925999987125397,3.76999995857477,6.5,0,92.5679971822103,1.31533328930537,6.11666666666667,0.672999983926614,11.0799998380244,"none",0,0,"eolian deposits & glaciolacustrine deposits",NA,"beach ridge & dune & lake plain","no","no",100,"12-FLI Flint, Michigan"
"20092",125871,168198,168198,"111B",3586,0.0112396246604762,0.0112396246604762,0.0162649445414148,69.1033691006889,"111B",69.1033691006889,100,"Ottokee",1306579,"OH171","Williams County, Ohio","5n0r","Seward loamy fine sand, 2 to 6 percent slopes",18.0185295872928,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"eolian deposits & glaciolacustrine deposits",NA,"beach ridge & dune & lake plain",NA,"no",250,"12-FLI Flint, Michigan"
"20093",125871,168198,168198,"111B",3586,0.0112396246604762,0.0112396246604762,0.0162649445414148,69.1033691006889,"111B",69.1033691006889,100,"Seward",245369,"OH171","Williams County, Ohio","5n0r","Seward loamy fine sand, 2 to 6 percent slopes",18.0185295872928,TRUE,100,"alfisols","arenic hapludalfs","Loamy, mixed, mesic Arenic Hapludalfs","moderately well",4,64,250,0,75.2659997558594,16.0040015602112,8.73,1.1559999871254,5.07999988645315,6.19999980926514,0,41.9139996337891,32.0226674715678,26.0633333333333,0.560666661858559,13.6399996951222,"none",0,0,"eolian deposits & glaciolacustrine deposits & till, unspecified & till, unspecified",NA,"dune & dune & beach ridge & beach ridge & lake plain & till plain","no","no",100,"12-FLI Flint, Michigan"
"20095",125871,168198,168198,"111B",3586,0.0112396246604762,0.0112396246604762,0.0162649445414148,69.1033691006889,"111B",69.1033691006889,100,"sloping or moderately steep areas",1306581,"OH171","Williams County, Ohio","5n0r","Seward loamy fine sand, 2 to 6 percent slopes",18.0185295872928,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-FLI Flint, Michigan"
"20100",125871,168198,168198,"111B",3586,0.0112396246604762,0.0112396246604762,0.0162649445414148,69.1033691006889,"111B",69.1033691006889,100,"Rimer",1306580,"OH171","Williams County, Ohio","5n0r","Seward loamy fine sand, 2 to 6 percent slopes",18.0185295872928,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"glaciolacustrine deposits & till, unspecified",NA,"lake plain & till plain",NA,"no",250,"12-FLI Flint, Michigan"
"21849",126324,1414040,1414040,"111B",80,0.000250744554611851,0.000250744554611851,0.000250744554611851,100,"111B",100,100,"Digby",1330835,"OH171","Williams County, Ohio","1jgf6","Bronson sandy loam, 1 to 6 percent slopes",18.1184674739838,FALSE,8,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash",NA,"outwash terrace & outwash plain",NA,"no",250,"12-FLI Flint, Michigan"
"21850",126324,1414040,1414040,"111B",80,0.000250744554611851,0.000250744554611851,0.000250744554611851,100,"111B",100,100,"Belmore",1330834,"OH171","Williams County, Ohio","1jgf6","Bronson sandy loam, 1 to 6 percent slopes",18.1184674739838,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash",NA,"outwash terrace & outwash plain & beach ridge",NA,"no",250,"12-FLI Flint, Michigan"
"21853",126324,1414040,1414040,"111B",80,0.000250744554611851,0.000250744554611851,0.000250744554611851,100,"111B",100,100,"Bronson",246089,"OH171","Williams County, Ohio","1jgf6","Bronson sandy loam, 1 to 6 percent slopes",18.1184674739838,TRUE,85,"alfisols","aquic hapludalfs","Coarse-loamy, mixed, mesic Aquic Hapludalfs","moderately well",4,99,250,0,67.4120004272461,22.2679995727539,10.32,1.12400000333786,6.98000001907349,6.19999980926514,0,66.3020001220703,23.6579998779297,10.04,0.540666672686736,17.9000003263354,"none",20,0,"outwash",NA,"beach ridge & stream terrace","no","no",100,"12-FLI Flint, Michigan"
"21967",126357,1414042,1414042,"111B",1196,0.00374863109144717,0.00374863109144717,0.00388631108818521,96.4573089077556,"111B",96.4573089077556,100,"Pits",246122,"OH171","Williams County, Ohio","1jgf8","Pits, gravel",17.983156583248,TRUE,100,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,"12-FLI Flint, Michigan"
"21969",126357,168464,168464,"111B",224,0.000702084752913182,0.000702084752913182,0.00137989396762355,50.8796160709588,"111B",50.8796160709588,100,"Pits",246122,"OH039","Defiance County, Ohio","5n9b","Pits, gravel",18.2353882829348,TRUE,100,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,"12-FLI Flint, Michigan"
"22048",126373,1414045,1414045,"111B",58,0.000181789802093592,0.000181789802093592,0.000282402107402162,64.3726790022531,"111B",64.3726790022531,100,"Tuscola",246138,"OH171","Williams County, Ohio","1jgfc","Tuscola very fine sandy loam, 2 to 6 percent slopes",18.2275347113609,TRUE,90,"alfisols","aquic hapludalfs","Fine-loamy, mixed, mesic Aquic Hapludalfs","moderately well",4,89,250,0,45.0420003509522,34.2079996490478,20.75,0.825,9.00000035762787,6.5,0,39.0806667836507,36.945999883016,23.9733333333333,0.441666666666667,25.7800004184246,"none",0,0,"glaciolacustrine deposits",NA,"lake plain & delta","no","no",100,"12-FLI Flint, Michigan"
"22049",126373,1414045,1414045,"111B",58,0.000181789802093592,0.000181789802093592,0.000282402107402162,64.3726790022531,"111B",64.3726790022531,100,"Ottokee",1330984,"OH171","Williams County, Ohio","1jgfc","Tuscola very fine sandy loam, 2 to 6 percent slopes",18.2275347113609,FALSE,10,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"eolian deposits & glaciolacustrine deposits",NA,"beach ridge & dune & lake plain",NA,"no",250,"12-FLI Flint, Michigan"
"22314",126499,1414127,1414127,"111B",106,0.000332236534860702,0.000332236534860702,0.000332236534860702,100,"111B",100,100,"Oshtemo",246274,"OH171","Williams County, Ohio","1jgj0","Oshtemo loamy sand, 0 to 6 percent slopes",17.8835612423015,TRUE,85,"alfisols","typic hapludalfs","Coarse-loamy, mixed, mesic Typic Hapludalfs","well",3,117,250,0,81.4200030517578,10.5999994087219,7.98,1.54,5.84999994933605,6.1439998626709,0,80.9793341573079,9.8173326810201,9.20333333333333,0.68,13.4799997787923,"none",0,0,"outwash",NA,"terrace","no","no",250,"12-FLI Flint, Michigan"
"22319",126499,1414127,1414127,"111B",106,0.000332236534860702,0.000332236534860702,0.000332236534860702,100,"111B",100,100,"Boyer",1181023,"OH171","Williams County, Ohio","1jgj0","Oshtemo loamy sand, 0 to 6 percent slopes",17.8835612423015,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"till, unspecified & outwash",NA,"outwash plain & moraine & stream terrace",NA,"no",250,"12-FLI Flint, Michigan"
"22323",126499,1414127,1414127,"111B",106,0.000332236534860702,0.000332236534860702,0.000332236534860702,100,"111B",100,100,"Spinks",1181024,"OH171","Williams County, Ohio","1jgj0","Oshtemo loamy sand, 0 to 6 percent slopes",17.8835612423015,FALSE,8,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"eolian deposits & outwash","sandstone","dune & dune & dune & beach ridge & beach ridge & beach ridge & moraine & outwash plain & lake plain",NA,"no",250,"12-FLI Flint, Michigan"
"24461",127194,1592187,1592187,"111B",172,0.000539100792415479,0.000539100792415479,0.000539100792415479,100,"111B",100,100,"Castalia",1120641,"OH147","Seneca County, Ohio","1qfsw","Dunbridge sandy loam, 1 to 4 percent slopes",18.1166347459305,FALSE,2,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"eolian deposits & eolian deposits & residuum & residuum","NA & limestone, unspecified & dolomite (dolostone)","reef & lake plain",NA,"no",250,"12-FLI Flint, Michigan"
"24462",127194,1592187,1592187,"111B",172,0.000539100792415479,0.000539100792415479,0.000539100792415479,100,"111B",100,100,"Spinks",1120643,"OH147","Seneca County, Ohio","1qfsw","Dunbridge sandy loam, 1 to 4 percent slopes",18.1166347459305,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"eolian deposits & outwash","sandstone","dune & dune & dune & beach ridge & beach ridge & beach ridge & moraine & outwash plain & lake plain",NA,"no",250,"12-FLI Flint, Michigan"
"24464",127194,1592187,1592187,"111B",172,0.000539100792415479,0.000539100792415479,0.000539100792415479,100,"111B",100,100,"Dunbridge",247280,"OH147","Seneca County, Ohio","1qfsw","Dunbridge sandy loam, 1 to 4 percent slopes",18.1166347459305,TRUE,90,"alfisols","mollic hapludalfs","Fine-loamy, mixed, mesic Mollic Hapludalfs","well",1,23,76,0,62.5699990081787,20.3300009918213,17.1,1.785,7.69000005722046,7,0,61.0749996084916,19.4644740757189,19.4605263157895,1.43092105263158,11.3300000727177,"none",23,0,"drift & residuum","NA & limestone and dolomite","stream terrace & lake plain","no","no",250,"12-FLI Flint, Michigan"
