"ES","MLRARSYM","Series","coiid","muname"
"R111AY017IN","111A","Eldean",249944,"Eldean silt loam, 6 to 12 percent slopes, moderately eroded"
"R111AY017IN","111A","Eldean",246030,"Eldean-Miamian complex, 12 to 18 percent slopes, eroded"
"R111AY017IN","111A","Eldean",243393,"Eldean loam, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",238676,"Eldean clay loam, 6 to 12 percent slopes, severely eroded"
"R111AY017IN","111A","Eldean",243398,"Eldean clay loam, 6 to 18 percent slopes, severely eroded"
"R111AY017IN","111A","Eldean",881233,"Eldean gravelly clay loam, 12 to 18 percent slopes, severely eroded"
"R111AY017IN","111A","Eldean",246026,"Eldean-Miamian complex, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250925,"Eldean-Urban land complex, 6 to 12 percent slopes"
"R111AY017IN","111A","Eldean",247161,"Eldean-Casco complex, 6 to 18 percent slopes, severely eroded"
"R111AY017IN","111A","Eldean",247159,"Eldean-Casco gravelly loams, 12 to 18 percent slopes, moderately eroded"
"R111AY017IN","111A","Eldean",881222,"Eldean gravelly loam, 2 to 6 percent slopes, eroded"
"R111AY017IN","111A","Eldean",244984,"Eldean-Urban land complex, 2 to 6 percent slopes"
"R111AY017IN","111A","Eldean",250918,"Eldean-Rodman complex, 18 to 30 percent slopes, severely eroded"
"F111AY015IN","111A","Eldean",243280,"Eldean silt loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250905,"Eldean-Miamian complex, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Eldean",249412,"Eldean gravelly loam, 2 to 6 percent slopes"
"F111AY015IN","111A","Eldean",248128,"Eldean loam, 2 to 6 percent slopes"
"F111AY015IN","111A","Eldean",2492227,"Eldean silt loam, 0 to 2 percent slopes"
"F111AY015IN","111A","Eldean",249407,"Eldean loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",249489,"Kendallville-Eldean complex, 12 to 20 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250895,"Eldean-Casco complex, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",244979,"Eldean silt loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",2375520,"Eldean loam, 0 to 2 percent slopes"
"F111AY015IN","111A","Eldean",250889,"Eldean silt loam, 2 to 6 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250162,"Eldean gravelly loam, 0 to 2 percent slopes"
"F111AY015IN","111A","Eldean",247925,"Eldean silt loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",243682,"Eldean clay loam, 12 to 18 percent slopes, severely eroded"
"F111AY015IN","111A","Eldean",244980,"Eldean silt loam, 12 to 18 percent slopes, eroded"
"F111AY015IN","111A","Eldean",247163,"Eldean-Miamian complex, 2 to 6 percent slopes"
"F111AY015IN","111A","Eldean",243678,"Eldean silt loam, 12 to 18 percent slopes, eroded"
"F111AY015IN","111A","Eldean",249918,"Casco-Eldean complex, 12 to 18 percent slopes, moderately eroded"
"F111AY015IN","111A","Eldean",2492294,"Eldean loam, 2 to 6 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250911,"Eldean-Miamian complex, 12 to 18 percent slopes, severely eroded"
"F111AY015IN","111A","Eldean",249410,"Eldean gravelly loam, 0 to 2 percent slopes"
"F111AY015IN","111A","Eldean",2455021,"Eldean loam, 2 to 6 percent slopes"
"F111AY015IN","111A","Eldean",243680,"Eldean clay loam, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Eldean",880665,"Kendallville-Eldean silt loams, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",249416,"Eldean gravelly loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",249484,"Kendallville-Eldean complex, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",247166,"Eldean-Miamian complex, 6 to 12 percent slopes"
"F111AY015IN","111A","Eldean",250893,"Eldean silt loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250163,"Eldean gravelly loam, 2 to 6 percent slopes, eroded"
"F111AY015IN","111A","Eldean",2492231,"Eldean silt loam, 2 to 6 percent slopes"
"F111AY015IN","111A","Eldean",881250,"Kendallville-Eldean silt loams, 12 to 18 percent slopes, eroded"
"F111AY015IN","111A","Eldean",881219,"Eldean gravelly loam, 0 to 2 percent slopes"
"F111AY015IN","111A","Eldean",250902,"Eldean-Miamian complex, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250908,"Eldean-Miamian complex, 12 to 18 percent slopes, eroded"
"F111AY015IN","111A","Eldean",284360,"Eldean gravelly loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250168,"Eldean-Kendallville loams, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250898,"Eldean-Miamian complex, 2 to 6 percent slopes, eroded"
"F111AY015IN","111A","Eldean",247944,"Miamian-Eldean silt loams, 2 to 6 percent slopes"
"F111AY015IN","111A","Eldean",250914,"Eldean-Miamian complex, 18 to 30 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250172,"Eldean-Urban land complex, gently sloping"
"F111AY015IN","111A","Eldean",243679,"Eldean silt loam, 18 to 35 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250161,"Eldean loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",243282,"Eldean silt loam, 18 to 35 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250166,"Eldean-Kendallville loams, 2 to 6 percent slopes"
"F111AY015IN","111A","Eldean",250170,"Eldean-Urban land complex, nearly level"
"F111AY015IN","111A","Eldean",247947,"Miamian-Eldean silt loams, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",243281,"Eldean silt loam, 12 to 18 percent slopes, eroded"
"F111AY015IN","111A","Eldean",246830,"Miamian-Eldean silt loams, 2 to 6 percent slopes, moderately eroded"
"F111AY015IN","111A","Eldean",247157,"Eldean-Casco gravelly loams, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Eldean",243674,"Eldean silt loam, 2 to 6 percent slopes, eroded"
"F111AY015IN","111A","Eldean",243396,"Eldean clay loam, 2 to 6 percent slopes, severely eroded"
"F111AY015IN","111A","Eldean",881221,"Eldean gravelly loam, 2 to 6 percent slopes"
"F111AY015IN","111A","Eldean",238678,"Eldean clay loam, 12 to 18 percent slopes, severely eroded"
"F111AY015IN","111A","Eldean",881229,"Eldean gravelly clay loam, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Eldean",249493,"Kendallville-Eldean complex, 20 to 35 percent slopes, eroded"
"F111AY015IN","111A","Eldean",243676,"Eldean silt loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",248129,"Eldean-Casco complex, 6 to 15 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250922,"Eldean-Urban land complex, 2 to 6 percent slopes"
"F111AY015IN","111A","Eldean",243395,"Eldean loam, 12 to 18 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250164,"Eldean-Kendallville loams, 0 to 2 percent slopes"
"F111AY015IN","111A","Eldean",246795,"Eldean-Urban land complex, rolling"
"F111AY015IN","111A","Eldean",249944,"Eldean silt loam, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Eldean",246030,"Eldean-Miamian complex, 12 to 18 percent slopes, eroded"
"F111AY015IN","111A","Eldean",243393,"Eldean loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",238676,"Eldean clay loam, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Eldean",243398,"Eldean clay loam, 6 to 18 percent slopes, severely eroded"
"F111AY015IN","111A","Eldean",881233,"Eldean gravelly clay loam, 12 to 18 percent slopes, severely eroded"
"F111AY015IN","111A","Eldean",246026,"Eldean-Miamian complex, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Eldean",250925,"Eldean-Urban land complex, 6 to 12 percent slopes"
"F111AY015IN","111A","Eldean",247161,"Eldean-Casco complex, 6 to 18 percent slopes, severely eroded"
"F111AY015IN","111A","Eldean",247159,"Eldean-Casco gravelly loams, 12 to 18 percent slopes, moderately eroded"
"F111AY015IN","111A","Eldean",881222,"Eldean gravelly loam, 2 to 6 percent slopes, eroded"
"F111AY015IN","111A","Eldean",244984,"Eldean-Urban land complex, 2 to 6 percent slopes"
"F111AY015IN","111A","Eldean",250918,"Eldean-Rodman complex, 18 to 30 percent slopes, severely eroded"
"F111AY004IN","111A","Euclid",249424,"Euclid silt loam, rarely flooded"
"F111AY004IN","111A","Evansville",242049,"Evansville silty clay loam"
"F111AY018IN","111A","Fairmount",238778,"Fairmount silty clay loam, 12 to 18 percent slopes"
"F111AY018IN","111A","Fairmount",238781,"Fairmount silty clay loam, 35 to 50 percent slopes"
"F111AY018IN","111A","Fairmount",238779,"Fairmount silty clay loam, 18 to 25 percent slopes"
"F111AY018IN","111A","Fairmount",238777,"Fairmount silty clay loam, 6 to 12 percent slopes"
"F111AY018IN","111A","Fairmount",238776,"Fairmount silty clay loam, 2 to 6 percent slopes"
"F111AY018IN","111A","Fairmount",238780,"Fairmount silty clay loam, 25 to 35 percent slopes"
NA,"111A","Fill land",246897,"Sloan-Fill land complex"
NA,"111A","Fill land",246910,"Warsaw-Fill land complex, nearly level"
"F111AY008IN","111A","Fincastle",2112597,"Fincastle silt loam, 0 to 2 percent slopes"
"F111AY008IN","111A","Fincastle",1130538,"Fincastle silt loam, bedrock substratum, 0 to 2 percent slopes"
"F111AY008IN","111A","Fincastle",239736,"Fincastle silt loam, 0 to 3 percent slopes"
"F111AY008IN","111A","Fincastle",1690139,"Fincastle-Xenia silt loams, 2 to 4 percent slopes"
"F111AY008IN","111A","Fincastle",2638430,"Fincastle silt loam-Urban land complex, 0 to 2 percent slopes"
"F111AY008IN","111A","Fincastle",238784,"Fincastle silt loam, 2 to 6 percent slopes, slightly eroded"
"F111AY008IN","111A","Fincastle",1479151,"Fincastle silt loam, 0 to 2 percent slopes"
"F111AY008IN","111A","Fincastle",238791,"Fincastle and Crosby silt loams, 2 to 6 percent slopes"
"F111AY008IN","111A","Fincastle",1870469,"Fincastle silt loam, 0 to 2 percent slopes"
"F111AY008IN","111A","Fincastle",897382,"Fincastle-Xenia silt loams, 2 to 4 percent slopes"
"F111AY008IN","111A","Fincastle",238794,"Fincastle and Crosby silt loams, 2 to 6 percent slopes, eroded"
"F111AY008IN","111A","Fincastle",897439,"Urban land-Fincastle-Russell complex, 2 to 6 percent slopes"
"F111AY008IN","111A","Fincastle",897437,"Urban land-Fincastle complex, 0 to 2 percent slopes"
"F111AY008IN","111A","Fincastle",238786,"Fincastle silt loam, 2 to 6 percent slopes, moderately eroded"
"F111AY014IN","111A","Fitchville",249430,"Fitchville silt loam, 2 to 6 percent slopes"
"F111AY014IN","111A","Fitchville",249427,"Fitchville silt loam, 0 to 2 percent slopes"
"F111AY015IN","111A","Fox",240168,"Fox silt loam, 2 to 6 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",2638442,"Urban land-Fox complex, 6 to 15 percent slopes, eroded"
"F111AY015IN","111A","Fox",249435,"Fox loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Fox",2496553,"Urban land-Fox loam complex, 2 to 6 percent slopes, eroded"
"F111AY015IN","111A","Fox",279146,"Fox-Casco sandy loams, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",240162,"Fox fine sandy loam, 0 to 2 percent slopes"
"F111AY015IN","111A","Fox",240172,"Fox silt loam, limestone substratum, 0 to 2 percent slopes"
"F111AY015IN","111A","Fox",250473,"Fox silt loam, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",240171,"Fox silt loam, 12 to 18 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",2636687,"Urban land-Fox loam complex, 0 to 2 percent slopes"
"F111AY015IN","111A","Fox",250474,"Fox-Miami silt loams, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",239741,"Fox loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Fox",250472,"Fox silt loam, 2 to 6 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",250469,"Fox sandy loam, 2 to 6 percent slopes"
"F111AY015IN","111A","Fox",2636677,"Urban land-Fox clay loam complex, 8 to 18 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",240164,"Fox fine sandy loam, 2 to 6 percent slopes"
"F111AY015IN","111A","Fox",2638440,"Fox-Urban land complex, 6 to 15 percent slopes, eroded"
"F111AY015IN","111A","Fox",250471,"Fox silt loam, 2 to 6 percent slopes"
"F111AY015IN","111A","Fox",2385287,"Fox loam, 0 to 2 percent slopes"
"F111AY015IN","111A","Fox",1760926,"Fox complex, 6 to 15 percent slopes, eroded"
"F111AY015IN","111A","Fox",238817,"Fox and Rodman soils, 12 to 18 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",2197329,"Fox complex, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Fox",242798,"Fox loam, 0 to 2 percent slopes"
"F111AY015IN","111A","Fox",2454828,"Fox silt loam, 0 to 2 percent slopes"
"F111AY015IN","111A","Fox",238810,"Fox soils, kames, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",248418,"Fox silt loam, 2 to 6 percent slopes"
"F111AY015IN","111A","Fox",238819,"Fox and Rodman soils, kames, 12 to 18 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",240170,"Fox silt loam, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",238803,"Fox silt loam, 2 to 6 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",238802,"Fox silt loam, 2 to 6 percent slopes, slightly eroded"
"F111AY015IN","111A","Fox",246669,"Fox silt loam, 2 to 6 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",240178,"Fox silt loam, till substratum, 2 to 6 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",2636670,"Urban land-Fox clay loam complex, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",248516,"Rodman and Fox soils, 25 to 50 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",2638444,"Fox loam-Urban land complex, 0 to 2 percent slopes (Marion)"
"F111AY015IN","111A","Fox",2636673,"Fox clay loam-Urban land complex, 8 to 18 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",2636680,"Fox-Urban land complex, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Fox",243362,"Urban land-Fox complex, 1 to 6 percent slopes"
"F111AY015IN","111A","Fox",238798,"Fox loam, 2 to 6 percent slopes, slightly eroded"
"F111AY015IN","111A","Fox",898638,"Urban land-Fox complex, 0 to 2 percent slopes"
"F111AY015IN","111A","Fox",246673,"Fox, Casco, and Rodman soils, 12 to 25 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",238806,"Fox silt loam, 12 to 18 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",238805,"Fox silt loam, 12 to 18 percent slopes, slightly eroded"
"F111AY015IN","111A","Fox",238807,"Fox silt loam, kames, 2 to 6 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",240184,"Fox soils, till substratum, 2 to 6 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",242801,"Fox complex, 6 to 15 percent slopes, eroded"
"F111AY015IN","111A","Fox",2454861,"Fox loam, 2 to 6 percent slopes, eroded"
"F111AY015IN","111A","Fox",246671,"Fox and Casco soils, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",1048820,"Fox loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Fox",242055,"Fox complex, 6 to 15 percent slopes, eroded"
"F111AY015IN","111A","Fox",238813,"Fox and Rodman loams, kames, 12 to 18 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",2638449,"Urban land-Fox loam complex, 0 to 2 percent slopes (Marion)"
"F111AY015IN","111A","Fox",250668,"Fox silt loam, 2 to 6 percent slopes"
"F111AY015IN","111A","Fox",250439,"Casco-Miami-Fox complex, 12 to 18 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",238809,"Fox soils, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",290213,"Urban land-Fox-Casco complex, 6 to 12 percent slopes"
"F111AY015IN","111A","Fox",2637541,"Fox-Urban land complex, 0 to 3 percent slopes"
"F111AY015IN","111A","Fox",240176,"Fox silt loam, till substratum, 2 to 6 percent slopes"
"F111AY015IN","111A","Fox",246668,"Fox silt loam, 2 to 6 percent slopes"
"F111AY015IN","111A","Fox",248426,"Fox-Urban land complex, steep"
"F111AY015IN","111A","Fox",290209,"Urban land-Fox complex, 2 to 6 percent slopes"
"F111AY015IN","111A","Fox",248419,"Fox silt loam, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",238808,"Fox silt loam, kames, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",238804,"Fox silt loam, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",238815,"Fox and Rodman loams, kames, 18 to 25 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",238811,"Fox and Rodman loams, 12 to 18 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",248416,"Fox loam, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",2197327,"Fox complex, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Fox",1762426,"Fox complex, 6 to 15 percent slopes, eroded"
"F111AY015IN","111A","Fox",248514,"Rodman and Fox soils, 18 to 25 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",238800,"Fox loam, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",248413,"Fox sandy loam, 2 to 6 percent slopes"
"F111AY015IN","111A","Fox",2636683,"Fox loam-Urban land complex, 0 to 2 percent slopes"
"F111AY015IN","111A","Fox",246670,"Fox silt loam, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",250669,"Fox clay loam, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",250666,"Fox loam, 12 to 18 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",2636667,"Fox clay loam-Urban land complex, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",2638497,"Urban land-Fox complex, 6 to 12 percent slopes"
"F111AY015IN","111A","Fox",238799,"Fox loam, 2 to 6 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",238380,"Fox clay loam, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",251700,"Fox loam, 12 to 20 percent slopes, eroded"
"F111AY015IN","111A","Fox",248424,"Fox-Urban land complex, rolling"
"F111AY015IN","111A","Fox",248412,"Fox sandy loam, 0 to 2 percent slopes"
"F111AY015IN","111A","Fox",2494430,"Fox-Urban land complex, 2 to 6 percent slopes"
"F111AY015IN","111A","Fox",279148,"Fox loam, 0 to 2 percent slopes, rarely flooded"
"F111AY015IN","111A","Fox",243284,"Fox loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Fox",2454836,"Fox silt loam, till substratum, 0 to 2 percent slopes"
"F111AY015IN","111A","Fox",238377,"Fox loam, 12 to 18 percent slopes, eroded"
"F111AY015IN","111A","Fox",240182,"Fox silt loam, till substratum, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",239270,"Fox silt loam, 2 to 6 percent slopes, eroded"
"F111AY015IN","111A","Fox",238379,"Fox clay loam, 2 to 6 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",881431,"Fox silt loam, till substratum, 2 to 6 percent slopes, eroded"
"F111AY015IN","111A","Fox",238483,"Fox clay loam, 8 to 18 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",238378,"Fox loam, loamy substratum, 0 to 3 percent slopes"
"F111AY015IN","111A","Fox",2632289,"Fox loam-Urban land complex, 2 to 6 percent slopes, eroded"
"F111AY015IN","111A","Fox",248420,"Fox silt loam, 12 to 18 percent slopes, moderately eroded"
"F111AY015IN","111A","Fox",240181,"Fox silt loam, till substratum, 6 to 12 percent slopes"
"F111AY015IN","111A","Fox",239045,"Fox clay loam, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",249326,"Alexandria-Fox complex, 20 to 35 percent slopes, eroded"
"F111AY015IN","111A","Fox",238376,"Fox loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Fox",239611,"Fox clay loam, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",239610,"Fox loam, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Fox",240183,"Fox soils, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",248421,"Fox soils, 6 to 12 percent slopes, severely eroded"
"F111AY015IN","111A","Fox",881430,"Fox silt loam, till substratum, 2 to 6 percent slopes"
"F111AY015IN","111A","Gallman",249951,"Gallman loam, 1 to 4 percent slopes"
"F111AY015IN","111A","Gallman",251703,"Gallman silt loam, loamy substratum, 2 to 6 percent slopes"
"F111AY005IN","111A","Genesee",2385132,"Genesee silt loam, 0 to 2 percent slopes, occasionally flooded"
"F111AY005IN","111A","Genesee",238382,"Genesee sandy loam, sandy substratum"
"F111AY005IN","111A","Genesee",238381,"Genesee loam"
"F111AY005IN","111A","Genesee",238823,"Genesee gravelly loam"
"F111AY005IN","111A","Genesee",238827,"Genesee loam, high bottom"
"F111AY005IN","111A","Genesee",238825,"Genesee loam"
"F111AY005IN","111A","Genesee",238821,"Genesee fine sandy loam"
"F111AY005IN","111A","Genesee",2636698,"Genesee sandy loam-Urban land complex, 0 to 2 percent slopes, sandy substratum, frequently flooded, very brief duration"
"F111AY005IN","111A","Genesee",238682,"Genesee loam, gravelly substratum"
"F111AY005IN","111A","Genesee",284518,"Genesee silt loam, 0 to 2 percent slopes, occasionally flooded, very brief duration"
"F111AY005IN","111A","Genesee",2637619,"Genesee silt loam-Urban land complex, 0 to 2 percent slopes, frequently flooded, very brief duration"
"F111AY005IN","111A","Genesee",870481,"Genesee loam, 0 to 2 percent slopes, occasionally flooded, very brief duration"
"F111AY005IN","111A","Genesee",284519,"Genesee loam, 0 to 2 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Genesee",1180312,"Urban land-Genesee complex, occasionally flooded"
"F111AY005IN","111A","Genesee",1730715,"Genesee loam, 0 to 2 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Genesee",2637593,"Genesee silt loam-Urban land complex, 0 to 2 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Genesee",2385219,"Genesee silt loam, 0 to 2 percent slopes, frequently flooded, very brief duration"
"F111AY005IN","111A","Genesee",239742,"Genesee loam"
"F111AY005IN","111A","Genesee",239613,"Genesee sandy loam, sandy substratum"
"F111AY005IN","111A","Genesee",2636633,"Genesee-Urban land complex, 0 to 2 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Genesee",2637624,"Urban land-Genesee silt loam complex, 0 to 2 percent slopes, frequently flooded, very brief duration"
"F111AY005IN","111A","Genesee",2636631,"Urban land-Genesee complex, 0 to 2 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Genesee",2636695,"Urban land-Genesee loam complex, 0 to 2 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Genesee",2636692,"Genesee loam-Urban land complex, 0 to 2 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Genesee",2385186,"Genesee silt loam, till substratum, 0 to 2 percent slopes, rarely flooded"
"F111AY005IN","111A","Genesee",2385190,"Genesee silt loam, till substratum, 0 to 2 percent slopes, occasionally flooded"
"F111AY005IN","111A","Genesee",243683,"Genesee loam, occasionally flooded"
"F111AY005IN","111A","Gessie",2637609,"Gessie silt loam-Urban land complex, 0 to 2 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Gessie",243293,"Gessie-Eel silt loams, 0 to 1 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Gessie",2637614,"Urban land-Gessie silt loam complex, 0 to 2 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Gessie",2385226,"Gessie silt loam, 0 to 2 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Gessie",251707,"Gessie silt loam, occasionally flooded"
"F111AY005IN","111A","Gessie",249440,"Gessie silt loam, occasionally flooded"
"F111AY005IN","111A","Gessie",249444,"Gessie silt loam, frequently flooded"
"F111AY019IN","111A","Gilwood",283398,"Gilwood-Brownstown silt loams, 25 to 75 percent slopes"
"F111AY019IN","111A","Gilwood",283670,"Gilwood-Wrays silt loams, 12 to 25 percent slopes, eroded"
"F111AY012IN","111A","Glenford",249457,"Glenford silt loam, 2 to 6 percent slopes"
"F111AY012IN","111A","Glenford",249454,"Glenford silt loam, 0 to 2 percent slopes"
"F111AY009IN","111A","Glynwood",243364,"Urban land-Glynwood complex, 2 to 6 percent slopes"
NA,"111A","Gravel pits",246679,"Gravel pits"
NA,"111A","Gravel pits",247169,"Pits, gravel"
NA,"111A","Gravel pits",1201538,"Gravel pits"
"F111AY014IN","111A","Haney",243276,"Digby-Haney silt loams, 0 to 1 percent slopes"
"F111AY012IN","111A","Haubstadt",249461,"Haubstadt silt loam, 6 to 12 percent slopes, eroded"
"F111AY005IN","111A","Haymond",284423,"Haymond-Wirt silt loams, 0 to 2 percent slopes, occasionally flooded, very brief duration"
"F111AY009IN","111A","Hennepin",250177,"Hennepin-Miamian silt loams, 25 to 50 percent slopes"
"F111AY009IN","111A","Hennepin",244994,"Hennepin and Miamian loams, 25 to 50 percent slopes, eroded"
"F111AY009IN","111A","Hennepin",240189,"Hennepin soils, 18 to 35 percent slopes, eroded"
"F111AY009IN","111A","Hennepin",1094486,"Hennepin-Wynn silt loams, 25 to 50 percent slopes, eroded"
"F111AY009IN","111A","Hennepin",246718,"Miamian and Hennepin silt loams, 25 to 35 percent slopes, moderately eroded"
"F111AY009IN","111A","Hennepin",238834,"Hennepin loam, 25 to 35 percent slopes, moderately eroded"
"F111AY009IN","111A","Hennepin",246716,"Miamian and Hennepin silt loams, 18 to 25 percent slopes, moderately eroded"
"F111AY009IN","111A","Hennepin",248433,"Hennepin and Miamian soils, 18 to 50 percent slopes, severely eroded"
"F111AY009IN","111A","Hennepin",1763585,"Hennepin soils, 18 to 35 percent slopes, eroded"
"F111AY009IN","111A","Hennepin",882313,"Miamian-Hennepin clay loams, 18 to 25 percent slopes, severely eroded"
"F111AY009IN","111A","Hennepin",2637627,"Hennepin loam-Urban land complex, 18 to 50 percent slopes"
"F111AY009IN","111A","Hennepin",881584,"Miamian-Hennepin silt loams, 18 to 25 percent slopes, eroded"
"F111AY009IN","111A","Hennepin",248429,"Hennepin and Miamian silt loams, 18 to 25 percent slopes, moderately eroded"
"F111AY009IN","111A","Hennepin",246720,"Miamian and Hennepin soils, 18 to 35 percent slopes, severely eroded"
"F111AY009IN","111A","Hennepin",250175,"Hennepin-Miamian silt loams, 18 to 25 percent slopes"
"F111AY009IN","111A","Hennepin",238833,"Hennepin loam, 25 to 35 percent slopes, slightly eroded"
"F111AY009IN","111A","Hennepin",244992,"Hennepin and Miamian loams, 18 to 25 percent slopes, eroded"
"F111AY009IN","111A","Hennepin",238835,"Hennepin loam, 35 to 50 percent slopes, slightly eroded"
"F111AY009IN","111A","Hennepin",2637629,"Hennepin loam-Urban land complex, 25 to 50 percent slopes"
"F111AY009IN","111A","Hennepin",238486,"Hennepin loam, 18 to 50 percent slopes"
"F111AY009IN","111A","Hennepin",238836,"Hennepin loam, 35 to 50 percent slopes, moderately eroded"
